timestamp,datetime,cumulativePnL,realizedPnL,unrealizedPnL
1766141230000,2025-12-19T10:47:10.000Z,839.8000,839.8000,0.0000
1766145611000,2025-12-19T12:00:11.000Z,847.2000,847.2000,0.0000
1766146328000,2025-12-19T12:12:08.000Z,847.2000,847.2000,0.0000
1766146387000,2025-12-19T12:13:07.000Z,847.2000,847.2000,0.0000
1766146447000,2025-12-19T12:14:07.000Z,847.2000,847.2000,0.0000
1766148312000,2025-12-19T12:45:12.000Z,869.0000,869.0000,0.0000
1766148738000,2025-12-19T12:52:18.000Z,869.0000,869.0000,0.0000
1766148789000,2025-12-19T12:53:09.000Z,869.0000,869.0000,0.0000
1766148969000,2025-12-19T12:56:09.000Z,869.0000,869.0000,0.0000
1766159780000,2025-12-19T15:56:20.000Z,862.0000,862.0000,0.0000
1766159886000,2025-12-19T15:58:06.000Z,862.0000,862.0000,0.0000
1766159959000,2025-12-19T15:59:19.000Z,862.0000,862.0000,0.0000
1766172669000,2025-12-19T19:31:09.000Z,858.1000,858.1000,0.0000
1766172729000,2025-12-19T19:32:09.000Z,858.1000,858.1000,0.0000
1766172849000,2025-12-19T19:34:09.000Z,858.1000,858.1000,0.0000
1766172924000,2025-12-19T19:35:24.000Z,858.1000,858.1000,0.0000
