marketId,outcome,finalBtcPrice,strikePrice,priceDiff,priceDiffPct,yesShares,noShares,yesCost,noCost,totalCost,yesPayout,noPayout,totalPayout,pnl,roi
0xe8292c4d311fd5,UP,85982.11,85881.11,101.00,0.1176%,20,0,10.9000,0.0000,10.9000,20.0000,0.0000,20.0000,9.1000,83.49%
0x0d99b6262f9ede,DOWN,85711.71,85719.75,-8.04,-0.0094%,20,0,5.9000,0.0000,5.9000,0.0000,0.0000,0.0000,-5.9000,-100.00%
0xff9851d46ca8a2,UP,85786.65,85689.07,97.58,0.1139%,10,0,5.1000,0.0000,5.1000,10.0000,0.0000,10.0000,4.9000,96.08%
0xbbb694a134d368,UP,86402.16,86400.50,1.66,0.0019%,60,10,23.6000,3.5000,27.1000,60.0000,0.0000,60.0000,32.9000,121.40%
0x0751f3aa8d2ded,UP,86365.62,86255.03,110.59,0.1282%,30,10,16.8000,4.2000,21.0000,30.0000,0.0000,30.0000,9.0000,42.86%
0x0f62703299855e,DOWN,86403.78,86438.78,-35.00,-0.0405%,40,10,16.3000,3.4000,19.7000,0.0000,10.0000,10.0000,-9.7000,-49.24%
0x8297641d59c05e,DOWN,86980.01,87119.44,-139.43,-0.1600%,30,20,10.2000,9.5000,19.7000,0.0000,20.0000,20.0000,0.3000,1.52%
0x976a49ad1b3b65,DOWN,87146.72,87224.70,-77.98,-0.0894%,10,0,1.1000,0.0000,1.1000,0.0000,0.0000,0.0000,-1.1000,-100.00%
0xa222d2e096dd7a,UP,87255.12,87144.70,110.42,0.1267%,20,0,8.7000,0.0000,8.7000,20.0000,0.0000,20.0000,11.3000,129.89%
0x8938a6d79b6943,DOWN,86933.99,87358.32,-424.33,-0.4857%,20,20,6.7000,13.0000,19.7000,0.0000,20.0000,20.0000,0.3000,1.52%
0x1152bf6b736f85,UP,87105.67,86916.37,189.30,0.2178%,10,10,5.4000,0.6000,6.0000,10.0000,0.0000,10.0000,4.0000,66.67%
0x2c816f05c7b7e4,DOWN,87163.39,87222.11,-58.72,-0.0673%,10,0,1.1000,0.0000,1.1000,0.0000,0.0000,0.0000,-1.1000,-100.00%
0xe9d8fcf809c1a6,DOWN,87131.99,87213.18,-81.19,-0.0931%,10,10,2.7000,5.9000,8.6000,0.0000,10.0000,10.0000,1.4000,16.28%
0xb7ad2a4a8cc6d1,UP,87906.41,87378.05,528.36,0.6047%,20,0,12.9000,0.0000,12.9000,20.0000,0.0000,20.0000,7.1000,55.04%
0x0756aab92a74c5,UP,87438.48,87314.89,123.59,0.1415%,20,10,12.8000,1.6000,14.4000,20.0000,0.0000,20.0000,5.6000,38.89%
0x4c12df39d09708,UP,87483.04,87379.53,103.51,0.1185%,30,0,18.2000,0.0000,18.2000,30.0000,0.0000,30.0000,11.8000,64.84%
0x553f5ee8f50175,DOWN,87429.23,87467.67,-38.44,-0.0440%,0,10,0.0000,6.2000,6.2000,0.0000,10.0000,10.0000,3.8000,61.29%
0x8d02bd2bb4ea8a,DOWN,87347.14,87415.88,-68.74,-0.0786%,30,0,13.0000,0.0000,13.0000,0.0000,0.0000,0.0000,-13.0000,-100.00%
0x4de8ab3e8dc448,DOWN,87259.56,87324.77,-65.21,-0.0747%,20,0,1.9000,0.0000,1.9000,0.0000,0.0000,0.0000,-1.9000,-100.00%
0xc238a209440766,DOWN,87213.59,87239.46,-25.87,-0.0297%,10,0,1.2000,0.0000,1.2000,0.0000,0.0000,0.0000,-1.2000,-100.00%
0xa6baf9182a3412,UP,86777.98,86776.74,1.24,0.0014%,60,0,13.5000,0.0000,13.5000,60.0000,0.0000,60.0000,46.5000,344.44%
0x3014eae5404357,DOWN,86662.31,86747.95,-85.64,-0.0987%,20,10,7.2000,3.3000,10.5000,0.0000,10.0000,10.0000,-0.5000,-4.76%
0x88bc6cd1261120,UP,86736.37,86632.82,103.55,0.1195%,20,0,9.1000,0.0000,9.1000,20.0000,0.0000,20.0000,10.9000,119.78%
0x560c08e645adcd,UP,87018.96,86705.36,313.60,0.3617%,10,0,5.6000,0.0000,5.6000,10.0000,0.0000,10.0000,4.4000,78.57%
0x65d866ad383bbe,UP,87045.59,86987.30,58.29,0.0670%,20,0,5.5000,0.0000,5.5000,20.0000,0.0000,20.0000,14.5000,263.64%
0xf9af02e4039e2a,DOWN,86336.08,86457.82,-121.74,-0.1408%,20,0,7.4000,0.0000,7.4000,0.0000,0.0000,0.0000,-7.4000,-100.00%
0x112e5d1039e068,UP,86427.12,86328.99,98.13,0.1137%,20,0,12.4000,0.0000,12.4000,20.0000,0.0000,20.0000,7.6000,61.29%
0x3dde157f29ba65,UP,86561.16,86390.94,170.22,0.1970%,10,0,5.7000,0.0000,5.7000,10.0000,0.0000,10.0000,4.3000,75.44%
0xa7a38b99cc5785,UP,86018.53,85601.50,417.03,0.4872%,10,0,5.6000,0.0000,5.6000,10.0000,0.0000,10.0000,4.4000,78.57%
0xfeacc7018a66bd,UP,85902.99,85817.31,85.68,0.0998%,50,0,22.3000,0.0000,22.3000,50.0000,0.0000,50.0000,27.7000,124.22%
0xe63e731d4b86d5,UP,85982.88,85873.44,109.44,0.1274%,20,0,9.6000,0.0000,9.6000,20.0000,0.0000,20.0000,10.4000,108.33%
0xf2355ad3428554,UP,86125.49,85966.91,158.58,0.1845%,20,10,12.5000,1.4000,13.9000,20.0000,0.0000,20.0000,6.1000,43.88%
0x3ddb827e428612,UP,86492.98,86091.07,401.91,0.4668%,20,0,11.0000,0.0000,11.0000,20.0000,0.0000,20.0000,9.0000,81.82%
0xbdfa5907e20868,DOWN,86416.19,86463.47,-47.28,-0.0547%,20,0,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,-6.0000,-100.00%
0x10777f0bbc12d4,UP,86618.34,86492.24,126.10,0.1458%,20,0,9.5000,0.0000,9.5000,20.0000,0.0000,20.0000,10.5000,110.53%
0x443f1b69aec742,UP,86858.55,86802.87,55.68,0.0641%,60,0,32.5000,0.0000,32.5000,60.0000,0.0000,60.0000,27.5000,84.62%
0x229c4be59a3093,DOWN,86765.43,86814.84,-49.41,-0.0569%,60,0,11.9000,0.0000,11.9000,0.0000,0.0000,0.0000,-11.9000,-100.00%
0xc20a4a9eea3d25,DOWN,86549.11,86580.42,-31.31,-0.0362%,40,0,9.8000,0.0000,9.8000,0.0000,0.0000,0.0000,-9.8000,-100.00%
0x3dacae4ff6d0d0,DOWN,86978.98,86996.14,-17.16,-0.0197%,70,0,22.0000,0.0000,22.0000,0.0000,0.0000,0.0000,-22.0000,-100.00%
0x9744b57a079ab1,DOWN,86820.00,86939.23,-119.23,-0.1371%,40,0,10.4000,0.0000,10.4000,0.0000,0.0000,0.0000,-10.4000,-100.00%
0x15a522ef8afdf4,UP,87372.43,86979.50,392.93,0.4518%,20,0,12.0000,0.0000,12.0000,20.0000,0.0000,20.0000,8.0000,66.67%
0x9e6478d797228a,DOWN,87280.95,87336.19,-55.24,-0.0632%,50,0,14.6000,0.0000,14.6000,0.0000,0.0000,0.0000,-14.6000,-100.00%
0x388e22fa312e1b,UP,87341.35,87243.98,97.37,0.1116%,20,0,10.3000,0.0000,10.3000,20.0000,0.0000,20.0000,9.7000,94.17%
0x4395c8e9884744,UP,87373.95,87302.04,71.91,0.0824%,50,0,23.4000,0.0000,23.4000,50.0000,0.0000,50.0000,26.6000,113.68%
0xd3a2bffc81ea01,UP,87343.32,87333.28,10.04,0.0115%,100,10,29.2000,3.3000,32.5000,100.0000,0.0000,100.0000,67.5000,207.69%
0x573f5538669427,UP,87341.95,87304.40,37.55,0.0430%,90,0,21.3000,0.0000,21.3000,90.0000,0.0000,90.0000,68.7000,322.54%
0xf6ba470672ef5e,DOWN,87124.59,87308.70,-184.11,-0.2109%,10,10,4.7000,5.7000,10.4000,0.0000,10.0000,10.0000,-0.4000,-3.85%
0x0a3fa4b7342ed1,UP,87143.76,87140.83,2.93,0.0034%,80,0,23.0000,0.0000,23.0000,80.0000,0.0000,80.0000,57.0000,247.83%
0x231b5f9dff97da,UP,88851.70,88724.89,126.81,0.1429%,40,0,25.0000,0.0000,25.0000,40.0000,0.0000,40.0000,15.0000,60.00%
0x679e430c2080fb,DOWN,88144.70,88801.20,-656.50,-0.7393%,10,10,6.9000,5.6000,12.5000,0.0000,10.0000,10.0000,-2.5000,-20.00%
0xf85886e51da15d,DOWN,87826.78,88473.73,-646.95,-0.7312%,10,20,5.4000,9.9000,15.3000,0.0000,20.0000,20.0000,4.7000,30.72%
0x28dd68070e5774,DOWN,88101.00,88300.64,-199.64,-0.2261%,0,10,0.0000,3.4000,3.4000,0.0000,10.0000,10.0000,6.6000,194.12%
0x123bc99b52fd4f,DOWN,88186.87,88458.82,-271.95,-0.3074%,20,0,5.9000,0.0000,5.9000,0.0000,0.0000,0.0000,-5.9000,-100.00%
0x918c44b830e225,DOWN,88014.00,88229.67,-215.67,-0.2444%,10,0,1.4000,0.0000,1.4000,0.0000,0.0000,0.0000,-1.4000,-100.00%
0xd15d361aeb2297,DOWN,85902.98,86332.49,-429.51,-0.4975%,0,20,0.0000,12.5000,12.5000,0.0000,20.0000,20.0000,7.5000,60.00%
0x045ce0cf904867,UP,85516.41,85432.72,83.69,0.0980%,30,0,13.7000,0.0000,13.7000,30.0000,0.0000,30.0000,16.3000,118.98%
0x143fe2634280b0,DOWN,85420.42,85444.74,-24.32,-0.0285%,50,0,15.4000,0.0000,15.4000,0.0000,0.0000,0.0000,-15.4000,-100.00%
0xb8eb698406edd0,DOWN,85300.33,85372.35,-72.02,-0.0844%,20,10,5.8000,5.5000,11.3000,0.0000,10.0000,10.0000,-1.3000,-11.50%
0x81912f496f98d6,UP,85604.88,85252.59,352.29,0.4132%,10,0,5.7000,0.0000,5.7000,10.0000,0.0000,10.0000,4.3000,75.44%
0xf4b2a8d3588f0e,DOWN,87041.93,87075.35,-33.42,-0.0384%,70,20,28.6000,10.2000,38.8000,0.0000,20.0000,20.0000,-18.8000,-48.45%
0x9b8caab83324a9,DOWN,86992.03,87041.09,-49.06,-0.0564%,30,0,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,-9.0000,-100.00%
0x4c0b5520b9fb4f,DOWN,86764.94,86935.01,-170.07,-0.1956%,10,0,0.8000,0.0000,0.8000,0.0000,0.0000,0.0000,-0.8000,-100.00%
0x005a66bbd79159,UP,86893.97,86709.61,184.36,0.2126%,20,0,10.1000,0.0000,10.1000,20.0000,0.0000,20.0000,9.9000,98.02%
0x401f0d555af4ef,UP,87139.95,86838.20,301.75,0.3475%,20,0,11.2000,0.0000,11.2000,20.0000,0.0000,20.0000,8.8000,78.57%
0xe28561758d0ad8,UP,87124.10,86975.88,148.22,0.1704%,40,0,18.1000,0.0000,18.1000,40.0000,0.0000,40.0000,21.9000,120.99%
0x150b764944f508,UP,88029.91,87977.71,52.20,0.0593%,80,10,34.5000,2.3000,36.8000,80.0000,0.0000,80.0000,43.2000,117.39%
0xd615c4bfdd8ba2,UP,88105.03,87984.02,121.01,0.1375%,50,0,24.4000,0.0000,24.4000,50.0000,0.0000,50.0000,25.6000,104.92%
0x75c275529a601b,DOWN,88281.59,88289.93,-8.34,-0.0094%,70,0,11.8000,0.0000,11.8000,0.0000,0.0000,0.0000,-11.8000,-100.00%
0x4716ee01271720,UP,88762.41,88127.17,635.24,0.7208%,20,0,11.8000,0.0000,11.8000,20.0000,0.0000,20.0000,8.2000,69.49%
0x37638d6e95b62a,DOWN,88192.12,88716.58,-524.46,-0.5912%,20,20,11.4000,9.5000,20.9000,0.0000,20.0000,20.0000,-0.9000,-4.31%
0xd96a54dbf804ee,DOWN,88039.69,88144.07,-104.38,-0.1184%,10,10,3.2000,4.6000,7.8000,0.0000,10.0000,10.0000,2.2000,28.21%
0x28ba8c38518dbf,UP,88418.12,88332.76,85.36,0.0966%,40,0,15.5000,0.0000,15.5000,40.0000,0.0000,40.0000,24.5000,158.06%
0x2e138029acc4e0,UP,87155.44,86964.00,191.44,0.2201%,10,0,5.5000,0.0000,5.5000,10.0000,0.0000,10.0000,4.5000,81.82%
