marketId,outcome,finalBtcPrice,strikePrice,priceDiff,priceDiffPct,yesShares,noShares,yesCost,noCost,totalCost,yesPayout,noPayout,totalPayout,pnl,roi
0x1ea9cd3a8fbc1d,DOWN,90102.58,90154.89,-52.31,-0.0580%,0,50,0.0000,29.3000,29.3000,0.0000,50.0000,50.0000,20.7000,70.65%
0xa1f90c890efcc7,DOWN,90050.01,90092.31,-42.30,-0.0469%,10,70,3.7000,38.4000,42.1000,0.0000,70.0000,70.0000,27.9000,66.27%
0x688dc5feb3e0b0,UP,90087.28,90072.29,14.99,0.0166%,0,100,0.0000,21.1000,21.1000,0.0000,0.0000,0.0000,-21.1000,-100.00%
0xaa2c9f97bed3d6,DOWN,90009.12,90086.59,-77.47,-0.0860%,0,50,0.0000,27.5000,27.5000,0.0000,50.0000,50.0000,22.5000,81.82%
0x1a25ddd79a2bad,DOWN,90140.01,90169.53,-29.52,-0.0327%,0,60,0.0000,33.8000,33.8000,0.0000,60.0000,60.0000,26.2000,77.51%
0xc58b1accee0fd4,DOWN,90130.41,90191.91,-61.50,-0.0682%,0,80,0.0000,51.0000,51.0000,0.0000,80.0000,80.0000,29.0000,56.86%
0x1e996dfedc8969,DOWN,90137.53,90176.01,-38.48,-0.0427%,0,50,0.0000,31.4000,31.4000,0.0000,50.0000,50.0000,18.6000,59.24%
0x7e4de3242f8ff3,DOWN,90088.31,90158.71,-70.40,-0.0781%,0,100,0.0000,52.9000,52.9000,0.0000,100.0000,100.0000,47.1000,89.04%
0xec4c76e3fcb121,DOWN,89962.32,90018.79,-56.47,-0.0627%,0,100,0.0000,54.4000,54.4000,0.0000,100.0000,100.0000,45.6000,83.82%
0xd3b532425cd64a,UP,90175.97,90070.05,105.92,0.1176%,0,30,0.0000,8.0000,8.0000,0.0000,0.0000,0.0000,-8.0000,-100.00%
0x9450de317d91e7,DOWN,90051.92,90187.39,-135.47,-0.1502%,10,40,4.7000,19.1000,23.8000,0.0000,40.0000,40.0000,16.2000,68.07%
0x86fc227f5a3421,UP,90165.75,90111.20,54.55,0.0605%,0,60,0.0000,9.2000,9.2000,0.0000,0.0000,0.0000,-9.2000,-100.00%
0xf0a762c32b8ccf,UP,90198.88,90196.28,2.60,0.0029%,0,80,0.0000,25.9000,25.9000,0.0000,0.0000,0.0000,-25.9000,-100.00%
0xec978dc74990d0,UP,90453.77,90324.01,129.76,0.1437%,10,20,6.0000,2.5000,8.5000,10.0000,0.0000,10.0000,1.5000,17.65%
0x55b52878ddbee0,DOWN,90340.00,90472.93,-132.93,-0.1469%,0,10,0.0000,5.5000,5.5000,0.0000,10.0000,10.0000,4.5000,81.82%
0x5efad93055ff33,UP,90374.24,90357.17,17.07,0.0189%,0,50,0.0000,18.6000,18.6000,0.0000,0.0000,0.0000,-18.6000,-100.00%
0x05a0f3423791e5,DOWN,90226.01,90444.72,-218.71,-0.2418%,0,20,0.0000,11.6000,11.6000,0.0000,20.0000,20.0000,8.4000,72.41%
0xb903174b373805,DOWN,90354.86,90364.40,-9.54,-0.0106%,0,90,0.0000,27.9000,27.9000,0.0000,90.0000,90.0000,62.1000,222.58%
0x6994c382cf2552,DOWN,90309.35,90374.67,-65.32,-0.0723%,0,50,0.0000,18.1000,18.1000,0.0000,50.0000,50.0000,31.9000,176.24%
0xb11a179596ba20,DOWN,90290.17,90336.88,-46.71,-0.0517%,0,50,0.0000,27.6000,27.6000,0.0000,50.0000,50.0000,22.4000,81.16%
0x71bacac880f419,DOWN,90278.50,90308.25,-29.75,-0.0329%,0,30,0.0000,14.6000,14.6000,0.0000,30.0000,30.0000,15.4000,105.48%
0x5011fecd7c7422,UP,90201.50,90184.42,17.08,0.0189%,0,100,0.0000,36.0000,36.0000,0.0000,0.0000,0.0000,-36.0000,-100.00%
0x1963ab018ff2fc,DOWN,90090.17,90171.01,-80.84,-0.0896%,0,10,0.0000,5.0000,5.0000,0.0000,10.0000,10.0000,5.0000,100.00%
0xd4da4824671cfe,DOWN,90101.36,90211.27,-109.91,-0.1218%,0,20,0.0000,6.5000,6.5000,0.0000,20.0000,20.0000,13.5000,207.69%
0x761f840b30024b,UP,90167.93,90127.45,40.48,0.0449%,0,100,0.0000,48.4000,48.4000,0.0000,0.0000,0.0000,-48.4000,-100.00%
0xce7bce2bbfb8cd,DOWN,90202.00,90256.63,-54.63,-0.0605%,0,70,0.0000,36.2000,36.2000,0.0000,70.0000,70.0000,33.8000,93.37%
0x882f09ef640bc3,DOWN,90166.96,90202.52,-35.56,-0.0394%,0,100,0.0000,47.0000,47.0000,0.0000,100.0000,100.0000,53.0000,112.77%
0xf2a8fe466e8035,DOWN,90084.36,90110.95,-26.59,-0.0295%,0,100,0.0000,37.5000,37.5000,0.0000,100.0000,100.0000,62.5000,166.67%
0x163b859f6d47ab,DOWN,89802.55,90034.22,-231.67,-0.2573%,0,90,0.0000,43.2000,43.2000,0.0000,90.0000,90.0000,46.8000,108.33%
0x6e67e1e359a7a0,UP,89989.03,89836.00,153.03,0.1703%,0,10,0.0000,3.0000,3.0000,0.0000,0.0000,0.0000,-3.0000,-100.00%
0x8dc014334a3bcb,DOWN,89853.69,89935.53,-81.84,-0.0910%,0,20,0.0000,11.7000,11.7000,0.0000,20.0000,20.0000,8.3000,70.94%
0x6fb5de29444fc1,DOWN,88877.66,89531.01,-653.35,-0.7297%,0,30,0.0000,19.8000,19.8000,0.0000,30.0000,30.0000,10.2000,51.52%
0x5df1079696b2c6,UP,89591.04,89392.23,198.81,0.2224%,10,0,5.8000,0.0000,5.8000,10.0000,0.0000,10.0000,4.2000,72.41%
0xc38599f19a96da,UP,89280.46,89260.34,20.12,0.0225%,10,20,3.9000,10.1000,14.0000,10.0000,0.0000,10.0000,-4.0000,-28.57%
0x4abd021b005dc7,DOWN,89276.44,89287.33,-10.89,-0.0122%,10,40,3.8000,14.6000,18.4000,0.0000,40.0000,40.0000,21.6000,117.39%
0x1c6283407e8276,DOWN,89279.99,89362.90,-82.91,-0.0928%,0,30,0.0000,17.0000,17.0000,0.0000,30.0000,30.0000,13.0000,76.47%
0x4d6ce0dcefa1f5,DOWN,88982.05,89291.64,-309.59,-0.3467%,0,10,0.0000,7.6000,7.6000,0.0000,10.0000,10.0000,2.4000,31.58%
0xd3a82154581d54,UP,89118.04,88992.69,125.35,0.1409%,20,20,9.8000,7.0000,16.8000,20.0000,0.0000,20.0000,3.2000,19.05%
0xcdb84421b86a2d,DOWN,89015.96,89123.48,-107.52,-0.1206%,0,50,0.0000,27.8000,27.8000,0.0000,50.0000,50.0000,22.2000,79.86%
0xe8ed73f2093b3f,UP,89064.60,89025.72,38.88,0.0437%,20,50,9.5000,20.7000,30.2000,20.0000,0.0000,20.0000,-10.2000,-33.77%
0xbcebc83edb35d7,DOWN,89022.91,89073.45,-50.54,-0.0567%,10,0,1.2000,0.0000,1.2000,0.0000,0.0000,0.0000,-1.2000,-100.00%
0xea55a2a6e08778,DOWN,88815.67,89271.96,-456.29,-0.5111%,10,0,5.2000,0.0000,5.2000,0.0000,0.0000,0.0000,-5.2000,-100.00%
0xd5f2fec29575bd,UP,88836.98,88831.39,5.59,0.0063%,0,20,0.0000,13.5000,13.5000,0.0000,0.0000,0.0000,-13.5000,-100.00%
0x460aeab87bdd79,DOWN,88685.36,88839.39,-154.03,-0.1734%,0,20,0.0000,5.5000,5.5000,0.0000,20.0000,20.0000,14.5000,263.64%
0xf0e80d00d5f94a,UP,88782.71,88701.92,80.79,0.0911%,10,20,4.7000,5.9000,10.6000,10.0000,0.0000,10.0000,-0.6000,-5.66%
0xa001bea0ecead3,UP,88810.67,88785.66,25.01,0.0282%,20,40,13.3000,6.9000,20.2000,20.0000,0.0000,20.0000,-0.2000,-0.99%
0x87f8a3b0b01913,UP,88928.93,88824.30,104.63,0.1178%,0,10,0.0000,5.7000,5.7000,0.0000,0.0000,0.0000,-5.7000,-100.00%
0xf30988b9ab0daf,UP,88891.19,88795.54,95.65,0.1077%,10,40,5.7000,7.1000,12.8000,10.0000,0.0000,10.0000,-2.8000,-21.88%
0x9de4110eeffd1b,DOWN,88602.50,88725.90,-123.40,-0.1391%,0,10,0.0000,4.0000,4.0000,0.0000,10.0000,10.0000,6.0000,150.00%
0x64888191318af7,UP,88644.88,88617.35,27.53,0.0311%,10,60,5.0000,28.6000,33.6000,10.0000,0.0000,10.0000,-23.6000,-70.24%
0xff3315a66e6b7c,DOWN,88658.53,88812.61,-154.08,-0.1735%,0,40,0.0000,24.4000,24.4000,0.0000,40.0000,40.0000,15.6000,63.93%
0x1a869cddff2ca1,DOWN,88535.89,88600.48,-64.59,-0.0729%,20,30,7.0000,19.4000,26.4000,0.0000,30.0000,30.0000,3.6000,13.64%
0x1e9d0f10dad682,UP,88506.92,88461.85,45.07,0.0510%,20,20,13.8000,1.9000,15.7000,20.0000,0.0000,20.0000,4.3000,27.39%
0x151d1fe90e9ca2,UP,88172.17,88048.22,123.95,0.1408%,0,10,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,-0.9000,-100.00%
0x5e2215b9d8d73d,UP,88163.92,88159.48,4.44,0.0050%,10,10,5.2000,2.1000,7.3000,10.0000,0.0000,10.0000,2.7000,36.99%
0xea6513a3d8e667,UP,88605.32,88470.14,135.18,0.1528%,10,10,5.4000,3.4000,8.8000,10.0000,0.0000,10.0000,1.2000,13.64%
0x8eed3a3467e32e,UP,88706.32,88601.41,104.91,0.1184%,20,40,12.0000,7.6000,19.6000,20.0000,0.0000,20.0000,0.4000,2.04%
0x4ba64c66183f36,UP,89078.19,88710.27,367.92,0.4147%,10,0,4.9000,0.0000,4.9000,10.0000,0.0000,10.0000,5.1000,104.08%
0xeca4305b462d8f,UP,89688.70,89541.52,147.18,0.1644%,0,10,0.0000,0.6000,0.6000,0.0000,0.0000,0.0000,-0.6000,-100.00%
0xc690beace75740,UP,89381.58,89326.50,55.08,0.0617%,10,60,5.6000,14.4000,20.0000,10.0000,0.0000,10.0000,-10.0000,-50.00%
0x4122ab05b80522,DOWN,89359.59,89394.05,-34.46,-0.0386%,10,70,6.4000,13.3000,19.7000,0.0000,70.0000,70.0000,50.3000,255.33%
0x41866622c8b216,DOWN,89266.95,89372.14,-105.19,-0.1177%,0,10,0.0000,5.3000,5.3000,0.0000,10.0000,10.0000,4.7000,88.68%
0x001b415b75c968,UP,89488.05,89285.76,202.29,0.2266%,10,10,6.0000,1.0000,7.0000,10.0000,0.0000,10.0000,3.0000,42.86%
0x199e5df8228e98,UP,89569.36,89505.79,63.57,0.0710%,10,10,5.5000,2.8000,8.3000,10.0000,0.0000,10.0000,1.7000,20.48%
0xa71520f27c666d,UP,89595.43,89565.95,29.48,0.0329%,10,20,5.7000,4.9000,10.6000,10.0000,0.0000,10.0000,-0.6000,-5.66%
0x81b3c79fa6c19e,DOWN,89707.98,89747.78,-39.80,-0.0443%,10,10,2.1000,7.0000,9.1000,0.0000,10.0000,10.0000,0.9000,9.89%
0xe7ba67a8ba4bff,DOWN,89849.25,89868.75,-19.50,-0.0217%,20,10,7.3000,7.8000,15.1000,0.0000,10.0000,10.0000,-5.1000,-33.77%
0x90766785764f36,UP,89848.57,89777.97,70.60,0.0786%,0,10,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,-1.1000,-100.00%
0x6acc7a88dd7dee,DOWN,89847.99,89890.17,-42.18,-0.0469%,0,40,0.0000,24.1000,24.1000,0.0000,40.0000,40.0000,15.9000,65.98%
0xcaff96bd7d31bc,DOWN,89826.99,89872.88,-45.89,-0.0511%,10,0,6.4000,0.0000,6.4000,0.0000,0.0000,0.0000,-6.4000,-100.00%
0x855d54742dd680,UP,89858.95,89828.02,30.93,0.0344%,0,20,0.0000,3.0000,3.0000,0.0000,0.0000,0.0000,-3.0000,-100.00%
0xae75e1d7518a3b,DOWN,89800.00,89869.11,-69.11,-0.0769%,10,20,2.9000,9.6000,12.5000,0.0000,20.0000,20.0000,7.5000,60.00%
0xf07bd82f66c2e9,DOWN,89803.63,89805.49,-1.86,-0.0021%,0,10,0.0000,4.4000,4.4000,0.0000,10.0000,10.0000,5.6000,127.27%
0x755505e02d3f04,DOWN,89454.39,89649.82,-195.43,-0.2180%,0,10,0.0000,5.4000,5.4000,0.0000,10.0000,10.0000,4.6000,85.19%
0xf3b2007bee0711,DOWN,89390.19,89601.62,-211.43,-0.2360%,0,10,0.0000,5.7000,5.7000,0.0000,10.0000,10.0000,4.3000,75.44%
0xb8542addf5ff09,UP,86185.39,85751.21,434.18,0.5063%,20,10,10.9000,2.6000,13.5000,20.0000,0.0000,20.0000,6.5000,48.15%
0x91bcbfc92a946b,UP,86201.99,86109.27,92.72,0.1077%,0,10,0.0000,1.2000,1.2000,0.0000,0.0000,0.0000,-1.2000,-100.00%
0x5552704db43746,UP,86075.61,85600.18,475.43,0.5554%,10,0,6.0000,0.0000,6.0000,10.0000,0.0000,10.0000,4.0000,66.67%
0xce606626b865ab,DOWN,86015.61,86053.88,-38.27,-0.0445%,40,20,20.2000,8.4000,28.6000,0.0000,20.0000,20.0000,-8.6000,-30.07%
0x10a23286fba499,UP,86243.78,86002.72,241.06,0.2803%,10,0,5.6000,0.0000,5.6000,10.0000,0.0000,10.0000,4.4000,78.57%
0x81d713a5896de1,DOWN,86045.29,86211.67,-166.38,-0.1930%,0,10,0.0000,7.5000,7.5000,0.0000,10.0000,10.0000,2.5000,33.33%
0x5eb71a6f5fb667,DOWN,86019.97,86027.79,-7.82,-0.0091%,80,20,22.6000,11.8000,34.4000,0.0000,20.0000,20.0000,-14.4000,-41.86%
0x224d99f92f8291,UP,86259.31,86018.80,240.51,0.2796%,20,0,8.8000,0.0000,8.8000,20.0000,0.0000,20.0000,11.2000,127.27%
0x5337b58a2d4494,UP,85891.02,85829.52,61.50,0.0716%,20,10,10.0000,5.3000,15.3000,20.0000,0.0000,20.0000,4.7000,30.72%
0xe8292c4d311fd5,UP,85982.11,85881.11,101.00,0.1176%,40,30,24.6000,7.2000,31.8000,40.0000,0.0000,40.0000,8.2000,25.79%
0xddda3ef44511a7,UP,87328.43,87143.93,184.50,0.2117%,10,0,4.5000,0.0000,4.5000,10.0000,0.0000,10.0000,5.5000,122.22%
0x6b3515bedcd4b3,DOWN,87224.61,87325.11,-100.50,-0.1151%,20,0,12.7000,0.0000,12.7000,0.0000,0.0000,0.0000,-12.7000,-100.00%
0xb7ad2a4a8cc6d1,UP,87906.41,87378.05,528.36,0.6047%,10,0,5.5000,0.0000,5.5000,10.0000,0.0000,10.0000,4.5000,81.82%
0x0756aab92a74c5,UP,87438.48,87314.89,123.59,0.1415%,50,10,30.9000,1.6000,32.5000,50.0000,0.0000,50.0000,17.5000,53.85%
0xf9fd48acf053f4,UP,87552.52,87451.60,100.92,0.1154%,40,0,18.2000,0.0000,18.2000,40.0000,0.0000,40.0000,21.8000,119.78%
0xac7f6aac7753b4,UP,87872.80,87631.40,241.40,0.2755%,10,0,5.9000,0.0000,5.9000,10.0000,0.0000,10.0000,4.1000,69.49%
0x63dfac21db9ef8,DOWN,87500.72,87526.65,-25.93,-0.0296%,10,0,7.5000,0.0000,7.5000,0.0000,0.0000,0.0000,-7.5000,-100.00%
0x61256a80863cb4,UP,87400.71,87310.51,90.20,0.1033%,40,0,23.3000,0.0000,23.3000,40.0000,0.0000,40.0000,16.7000,71.67%
0x8d02bd2bb4ea8a,DOWN,87347.14,87415.88,-68.74,-0.0786%,80,0,32.6000,0.0000,32.6000,0.0000,0.0000,0.0000,-32.6000,-100.00%
0x1cbe8d5bd0621d,DOWN,86803.56,86854.00,-50.44,-0.0581%,50,0,10.7000,0.0000,10.7000,0.0000,0.0000,0.0000,-10.7000,-100.00%
0xf9af02e4039e2a,DOWN,86336.08,86457.82,-121.74,-0.1408%,10,10,4.2000,7.4000,11.6000,0.0000,10.0000,10.0000,-1.6000,-13.79%
0xf8e606b58dcdc5,UP,87147.88,86955.58,192.30,0.2212%,20,0,14.3000,0.0000,14.3000,20.0000,0.0000,20.0000,5.7000,39.86%
0x2274eda1190451,DOWN,87090.29,87119.64,-29.35,-0.0337%,70,0,20.1000,0.0000,20.1000,0.0000,0.0000,0.0000,-20.1000,-100.00%
0xac64417dd1ed2b,DOWN,86900.01,86998.28,-98.27,-0.1130%,60,20,34.2000,8.5000,42.7000,0.0000,20.0000,20.0000,-22.7000,-53.16%
0x70b1969e74e920,UP,87096.04,86871.44,224.60,0.2585%,40,0,26.5000,0.0000,26.5000,40.0000,0.0000,40.0000,13.5000,50.94%
0xa14430c4423639,UP,89675.85,87487.17,2188.68,2.5017%,10,0,7.5000,0.0000,7.5000,10.0000,0.0000,10.0000,2.5000,33.33%
0x9d05a401b7fb89,DOWN,85685.07,85984.25,-299.18,-0.3480%,0,10,0.0000,7.0000,7.0000,0.0000,10.0000,10.0000,3.0000,42.86%
0x57f2b272a8d645,UP,86117.04,86111.50,5.54,0.0064%,10,0,2.1000,0.0000,2.1000,10.0000,0.0000,10.0000,7.9000,376.19%
0xa850ac6ec96c51,DOWN,85891.18,86089.58,-198.40,-0.2305%,20,20,8.2000,13.0000,21.2000,0.0000,20.0000,20.0000,-1.2000,-5.66%
0xfeacc7018a66bd,UP,85902.99,85817.31,85.68,0.0998%,70,10,34.3000,3.9000,38.2000,70.0000,0.0000,70.0000,31.8000,83.25%
0x0eddeef84f836a,DOWN,86164.73,86224.13,-59.40,-0.0689%,40,10,9.7000,5.6000,15.3000,0.0000,10.0000,10.0000,-5.3000,-34.64%
0xc000b613b21ead,DOWN,86162.92,86214.33,-51.41,-0.0596%,60,10,31.3000,3.0000,34.3000,0.0000,10.0000,10.0000,-24.3000,-70.85%
0xc76b5e01051635,UP,86000.01,85930.92,69.09,0.0804%,40,10,21.4000,5.1000,26.5000,40.0000,0.0000,40.0000,13.5000,50.94%
0xf2355ad3428554,UP,86125.49,85966.91,158.58,0.1845%,40,10,24.0000,1.4000,25.4000,40.0000,0.0000,40.0000,14.6000,57.48%
0xdae75e060ae22c,UP,86119.21,86098.03,21.18,0.0246%,80,10,32.4000,3.7000,36.1000,80.0000,0.0000,80.0000,43.9000,121.61%
0x3ddb827e428612,UP,86492.98,86091.07,401.91,0.4668%,40,0,19.2000,0.0000,19.2000,40.0000,0.0000,40.0000,20.8000,108.33%
0xbdfa5907e20868,DOWN,86416.19,86463.47,-47.28,-0.0547%,70,0,30.3000,0.0000,30.3000,0.0000,0.0000,0.0000,-30.3000,-100.00%
0xd5ad56b5ed109c,UP,86698.02,86382.82,315.20,0.3649%,40,0,23.8000,0.0000,23.8000,40.0000,0.0000,40.0000,16.2000,68.07%
0x36a10f81905ebc,UP,86699.64,86670.15,29.49,0.0340%,100,0,42.1000,0.0000,42.1000,100.0000,0.0000,100.0000,57.9000,137.53%
0x8ca0399e555f6e,DOWN,86307.00,86561.83,-254.83,-0.2944%,40,0,10.0000,0.0000,10.0000,0.0000,0.0000,0.0000,-10.0000,-100.00%
0x10777f0bbc12d4,UP,86618.34,86492.24,126.10,0.1458%,50,10,27.5000,1.8000,29.3000,50.0000,0.0000,50.0000,20.7000,70.65%
0xdef89617e55b80,UP,86762.51,86578.64,183.87,0.2124%,40,0,24.7000,0.0000,24.7000,40.0000,0.0000,40.0000,15.3000,61.94%
0x229c4be59a3093,DOWN,86765.43,86814.84,-49.41,-0.0569%,100,0,32.3000,0.0000,32.3000,0.0000,0.0000,0.0000,-32.3000,-100.00%
0x721d0e78c9c95f,DOWN,86617.71,86731.00,-113.29,-0.1306%,60,0,17.4000,0.0000,17.4000,0.0000,0.0000,0.0000,-17.4000,-100.00%
0xdf4fe505cb32b7,UP,86483.69,86430.64,53.05,0.0614%,90,0,44.8000,0.0000,44.8000,90.0000,0.0000,90.0000,45.2000,100.89%
0xabac478d093d3a,UP,86645.93,86445.37,200.56,0.2320%,50,0,26.5000,0.0000,26.5000,50.0000,0.0000,50.0000,23.5000,88.68%
0x9744b57a079ab1,DOWN,86820.00,86939.23,-119.23,-0.1371%,100,0,30.6000,0.0000,30.6000,0.0000,0.0000,0.0000,-30.6000,-100.00%
0x15a522ef8afdf4,UP,87372.43,86979.50,392.93,0.4518%,40,0,26.2000,0.0000,26.2000,40.0000,0.0000,40.0000,13.8000,52.67%
0x9e6478d797228a,DOWN,87280.95,87336.19,-55.24,-0.0632%,80,0,22.5000,0.0000,22.5000,0.0000,0.0000,0.0000,-22.5000,-100.00%
0x3baa968b498e9d,DOWN,87159.79,87229.07,-69.28,-0.0794%,80,10,48.8000,3.3000,52.1000,0.0000,10.0000,10.0000,-42.1000,-80.81%
0x0b17188ec1345f,UP,86483.56,86406.57,76.99,0.0891%,50,0,9.1000,0.0000,9.1000,50.0000,0.0000,50.0000,40.9000,449.45%
0x1327722348551b,DOWN,86397.42,86669.59,-272.17,-0.3140%,40,10,10.4000,5.3000,15.7000,0.0000,10.0000,10.0000,-5.7000,-36.31%
0x752cbff16ece04,UP,85656.56,85610.29,46.27,0.0541%,60,30,21.9000,15.0000,36.9000,60.0000,0.0000,60.0000,23.1000,62.60%
0xb930c3c4317c77,UP,85013.55,84929.20,84.35,0.0993%,10,10,6.4000,4.8000,11.2000,10.0000,0.0000,10.0000,-1.2000,-10.71%
0xf75777f7d5d6c2,UP,85159.52,84631.91,527.61,0.6234%,10,0,5.7000,0.0000,5.7000,10.0000,0.0000,10.0000,4.3000,75.44%
0x50484e3fd2f10f,UP,85460.90,85118.51,342.39,0.4022%,10,0,4.9000,0.0000,4.9000,10.0000,0.0000,10.0000,5.1000,104.08%
0xb38fe10dcfe144,DOWN,85390.17,85584.35,-194.18,-0.2269%,80,10,30.8000,4.7000,35.5000,0.0000,10.0000,10.0000,-25.5000,-71.83%
0x88f999056e9fdc,UP,85500.01,85335.44,164.57,0.1929%,60,0,27.0000,0.0000,27.0000,60.0000,0.0000,60.0000,33.0000,122.22%
0x5c36f59d12a68e,UP,85582.88,85537.84,45.04,0.0527%,40,0,21.6000,0.0000,21.6000,40.0000,0.0000,40.0000,18.4000,85.19%
0x81912f496f98d6,UP,85604.88,85252.59,352.29,0.4132%,20,0,11.4000,0.0000,11.4000,20.0000,0.0000,20.0000,8.6000,75.44%
0x335f4d54a7a65a,DOWN,85442.00,85559.51,-117.51,-0.1373%,30,10,2.4000,5.9000,8.3000,0.0000,10.0000,10.0000,1.7000,20.48%
0x41a5ce73ab3199,DOWN,85234.01,85279.76,-45.75,-0.0537%,100,0,19.8000,0.0000,19.8000,0.0000,0.0000,0.0000,-19.8000,-100.00%
0xcfc42653a68f30,UP,85603.27,85471.76,131.51,0.1539%,90,0,33.2000,0.0000,33.2000,90.0000,0.0000,90.0000,56.8000,171.08%
0xe1e6cf9882fb31,UP,87146.04,86311.51,834.53,0.9669%,60,0,26.4000,0.0000,26.4000,60.0000,0.0000,60.0000,33.6000,127.27%
0x401f0d555af4ef,UP,87139.95,86838.20,301.75,0.3475%,40,0,24.7000,0.0000,24.7000,40.0000,0.0000,40.0000,15.3000,61.94%
