id,timestamp,datetime,marketId,side,action,price,size,cost,fairValue,edge,edgePct,btcPrice,strike,timeRemainingMin
trade_12,1765606029000,2025-12-13T06:07:09.000Z,0x602a4026f01ff0,NO,BUY,0.5100,10,5.1000,0.7151,0.2051,20.51%,90332.48,90355.15,7.8
trade_13,1765610470000,2025-12-13T07:21:10.000Z,0x046aebe2ce0e7b,NO,BUY,0.1800,10,1.8000,0.5222,0.3422,34.22%,90347.57,90349.54,8.8
trade_14,1765610710000,2025-12-13T07:25:10.000Z,0x046aebe2ce0e7b,NO,BUY,0.1500,10,1.5000,0.3794,0.2294,22.94%,90358.50,90349.54,4.8
trade_15,1765623250000,2025-12-13T10:54:10.000Z,0x288e39695c07dd,NO,BUY,0.7100,10,7.1000,0.8832,0.1732,17.32%,90553.63,90618.67,5.8
trade_16,1765626310000,2025-12-13T11:45:10.000Z,0xbec6a72c156a4d,NO,BUY,0.4700,10,4.7000,0.7232,0.2532,25.32%,90336.70,90376.43,14.8
trade_17,1765626385000,2025-12-13T11:46:25.000Z,0xbec6a72c156a4d,NO,BUY,0.6000,10,6.0000,0.8624,0.2624,26.24%,90293.74,90376.43,13.6
trade_18,1765626490000,2025-12-13T11:48:10.000Z,0xbec6a72c156a4d,YES,BUY,0.4200,10,4.2000,0.6826,0.2626,26.26%,90408.83,90376.43,11.8
trade_19,1765626790000,2025-12-13T11:53:10.000Z,0xbec6a72c156a4d,NO,BUY,0.3800,10,3.8000,0.6203,0.2403,24.03%,90361.43,90376.43,6.8
trade_20,1765626850000,2025-12-13T11:54:10.000Z,0xbec6a72c156a4d,NO,BUY,0.4700,10,4.7000,0.7205,0.2505,25.05%,90347.95,90376.43,5.8
trade_21,1765626969000,2025-12-13T11:56:09.000Z,0xbec6a72c156a4d,NO,BUY,0.5900,10,5.9000,0.7621,0.1721,17.21%,90347.27,90376.43,3.9
trade_22,1765627030000,2025-12-13T11:57:10.000Z,0xbec6a72c156a4d,NO,BUY,0.6300,10,6.3000,0.8336,0.2036,20.36%,90340.15,90376.43,2.8
trade_23,1765627389000,2025-12-13T12:03:09.000Z,0xf8463873929830,NO,BUY,0.3300,10,3.3000,0.5838,0.2538,25.38%,90342.18,90355.53,11.8
trade_24,1765629016000,2025-12-13T12:30:16.000Z,0x4dd0a7de73e2ee,YES,BUY,0.6000,10,6.0000,0.7738,0.1738,17.38%,90414.77,90344.07,14.7
trade_25,1765629669000,2025-12-13T12:41:09.000Z,0x4dd0a7de73e2ee,NO,BUY,0.0900,10,0.9000,0.2693,0.1793,17.93%,90371.99,90344.07,3.9
trade_26,1765629742000,2025-12-13T12:42:22.000Z,0x4dd0a7de73e2ee,NO,BUY,0.1100,10,1.1000,0.6850,0.5750,57.50%,90326.37,90344.07,2.6
trade_27,1765629789000,2025-12-13T12:43:09.000Z,0x4dd0a7de73e2ee,NO,BUY,0.4700,10,4.7000,0.7679,0.2979,29.79%,90319.99,90344.07,1.9
trade_28,1765629849000,2025-12-13T12:44:09.000Z,0x4dd0a7de73e2ee,NO,BUY,0.7000,10,7.0000,0.9454,0.2454,24.54%,90295.00,90344.07,0.8
trade_29,1765630448000,2025-12-13T12:54:08.000Z,0x8e595ec31cd08e,NO,BUY,0.3900,10,3.9000,0.6042,0.2142,21.42%,90307.59,90320.11,5.9
trade_30,1765630508000,2025-12-13T12:55:08.000Z,0x8e595ec31cd08e,NO,BUY,0.2800,10,2.8000,0.4821,0.2021,20.21%,90321.95,90320.11,4.9
trade_31,1765630567000,2025-12-13T12:56:07.000Z,0x8e595ec31cd08e,NO,BUY,0.2600,10,2.6000,0.4799,0.2199,21.99%,90321.96,90320.11,3.9
trade_32,1765632611000,2025-12-13T13:30:11.000Z,0xe74b68ac7f9d31,NO,BUY,0.4800,10,4.8000,0.6802,0.2002,20.02%,90205.00,90242.79,14.8
trade_33,1765633388000,2025-12-13T13:43:08.000Z,0xe74b68ac7f9d31,NO,BUY,0.2000,10,2.0000,0.3998,0.1998,19.98%,90249.99,90242.79,1.9
trade_34,1765633448000,2025-12-13T13:44:08.000Z,0xe74b68ac7f9d31,NO,BUY,0.0800,10,0.8000,0.3583,0.2783,27.83%,90249.98,90242.79,0.9
trade_35,1765634049000,2025-12-13T13:54:09.000Z,0x41261501c4d74b,NO,BUY,0.1100,10,1.1000,0.5437,0.4337,43.37%,90244.26,90249.62,5.8
trade_36,1765634169000,2025-12-13T13:56:09.000Z,0x41261501c4d74b,NO,BUY,0.2300,10,2.3000,0.4901,0.2601,26.01%,90250.59,90249.62,3.9
trade_37,1765634230000,2025-12-13T13:57:10.000Z,0x41261501c4d74b,NO,BUY,0.2300,10,2.3000,0.4886,0.2586,25.86%,90250.58,90249.62,2.8
trade_38,1765634289000,2025-12-13T13:58:09.000Z,0x41261501c4d74b,NO,BUY,0.1300,10,1.3000,0.5542,0.4242,42.42%,90245.87,90249.62,1.9
trade_39,1765634363000,2025-12-13T13:59:23.000Z,0x41261501c4d74b,NO,BUY,0.1000,10,1.0000,0.5947,0.4947,49.47%,90245.87,90249.62,0.6
trade_40,1765643413000,2025-12-13T16:30:13.000Z,0xa1f90c890efcc7,NO,BUY,0.5100,10,5.1000,0.6892,0.1792,17.92%,90048.60,90092.31,14.8
trade_41,1765644069000,2025-12-13T16:41:09.000Z,0xa1f90c890efcc7,NO,BUY,0.4500,10,4.5000,0.6890,0.2390,23.90%,90069.49,90092.31,3.9
trade_42,1765645088000,2025-12-13T16:58:08.000Z,0x688dc5feb3e0b0,NO,BUY,0.0800,10,0.8000,0.3163,0.2363,23.63%,90087.27,90072.29,1.9
trade_43,1765645148000,2025-12-13T16:59:08.000Z,0x688dc5feb3e0b0,NO,BUY,0.0700,10,0.7000,0.2522,0.1822,18.22%,90087.27,90072.29,0.9
trade_44,1765651328000,2025-12-13T18:42:08.000Z,0x1a25ddd79a2bad,NO,BUY,0.2500,10,2.5000,0.4680,0.2180,21.80%,90171.64,90169.53,2.9
trade_45,1765656912000,2025-12-13T20:15:12.000Z,0x1e996dfedc8969,NO,BUY,0.4800,10,4.8000,0.7256,0.2456,24.56%,90137.52,90176.01,14.8
trade_46,1765658949000,2025-12-13T20:49:09.000Z,0x7e4de3242f8ff3,NO,BUY,0.2000,10,2.0000,0.4177,0.2177,21.77%,90167.27,90158.71,10.8
trade_47,1765660508000,2025-12-13T21:15:08.000Z,0xec4c76e3fcb121,NO,BUY,0.4700,10,4.7000,0.6449,0.1749,17.49%,89994.84,90018.79,14.9
trade_48,1765663389000,2025-12-13T22:03:09.000Z,0x9450de317d91e7,YES,BUY,0.4700,10,4.7000,0.6657,0.1957,19.57%,90228.08,90187.39,11.8
trade_49,1765663689000,2025-12-13T22:08:09.000Z,0x9450de317d91e7,NO,BUY,0.3600,10,3.6000,0.5665,0.2065,20.65%,90176.44,90187.39,6.8
trade_50,1765663750000,2025-12-13T22:09:10.000Z,0x9450de317d91e7,NO,BUY,0.4700,10,4.7000,0.6511,0.1811,18.11%,90162.36,90187.39,5.8
trade_51,1765668427000,2025-12-13T23:27:07.000Z,0xf0a762c32b8ccf,NO,BUY,0.3900,10,3.9000,0.6163,0.2263,22.63%,90184.14,90196.28,2.9
trade_52,1765668487000,2025-12-13T23:28:07.000Z,0xf0a762c32b8ccf,NO,BUY,0.1000,10,1.0000,0.3657,0.2657,26.57%,90207.89,90196.28,1.9
trade_53,1765668547000,2025-12-13T23:29:07.000Z,0xf0a762c32b8ccf,NO,BUY,0.0700,10,0.7000,0.3144,0.2444,24.44%,90207.90,90196.28,0.9
trade_54,1765672809000,2025-12-14T00:40:09.000Z,0xec978dc74990d0,NO,BUY,0.0700,10,0.7000,0.2721,0.2021,20.21%,90359.16,90324.01,4.8
trade_55,1765672869000,2025-12-14T00:41:09.000Z,0xec978dc74990d0,NO,BUY,0.1800,10,1.8000,0.3625,0.1825,18.25%,90340.72,90324.01,3.9
trade_56,1765673229000,2025-12-14T00:47:09.000Z,0x55b52878ddbee0,NO,BUY,0.5500,10,5.5000,0.8079,0.2579,25.79%,90379.44,90472.93,12.8
trade_57,1765674669000,2025-12-14T01:11:09.000Z,0x5efad93055ff33,NO,BUY,0.3000,10,3.0000,0.5447,0.2447,24.47%,90351.95,90357.17,3.9
trade_58,1765674850000,2025-12-14T01:14:10.000Z,0x5efad93055ff33,NO,BUY,0.0500,10,0.5000,0.2512,0.2012,20.12%,90374.24,90357.17,0.8
trade_59,1765675869000,2025-12-14T01:31:09.000Z,0x05a0f3423791e5,NO,BUY,0.4500,10,4.5000,0.6460,0.1960,19.60%,90412.57,90444.72,13.8
trade_60,1765678986000,2025-12-14T02:23:06.000Z,0xb903174b373805,NO,BUY,0.4100,10,4.1000,0.6186,0.2086,20.86%,90347.95,90364.40,6.9
trade_61,1765679106000,2025-12-14T02:25:06.000Z,0xb903174b373805,NO,BUY,0.2800,10,2.8000,0.4784,0.1984,19.84%,90366.73,90364.40,4.9
trade_62,1765679166000,2025-12-14T02:26:06.000Z,0xb903174b373805,NO,BUY,0.1900,10,1.9000,0.4384,0.2484,24.84%,90370.51,90364.40,3.9
trade_63,1765679226000,2025-12-14T02:27:06.000Z,0xb903174b373805,NO,BUY,0.1500,10,1.5000,0.4287,0.2787,27.87%,90370.51,90364.40,2.9
trade_64,1765679286000,2025-12-14T02:28:06.000Z,0xb903174b373805,NO,BUY,0.1000,10,1.0000,0.4128,0.3128,31.28%,90370.52,90364.40,1.9
trade_65,1765679346000,2025-12-14T02:29:06.000Z,0xb903174b373805,NO,BUY,0.2300,10,2.3000,0.6791,0.4491,44.91%,90354.87,90364.40,0.9
trade_66,1765679710000,2025-12-14T02:35:10.000Z,0x6994c382cf2552,NO,BUY,0.2500,10,2.5000,0.5305,0.2805,28.05%,90370.51,90374.67,9.8
trade_67,1765679769000,2025-12-14T02:36:09.000Z,0x6994c382cf2552,NO,BUY,0.3900,10,3.9000,0.9095,0.5195,51.95%,90261.01,90374.67,8.8
trade_68,1765680609000,2025-12-14T02:50:09.000Z,0xb11a179596ba20,NO,BUY,0.6200,10,6.2000,0.8005,0.1805,18.05%,90279.96,90336.88,9.8
trade_69,1765682233000,2025-12-14T03:17:13.000Z,0x71bacac880f419,NO,BUY,0.4900,10,4.9000,0.6677,0.1777,17.77%,90280.01,90308.25,12.8
trade_70,1765687986000,2025-12-14T04:53:06.000Z,0x5011fecd7c7422,NO,BUY,0.2300,10,2.3000,0.4123,0.1823,18.23%,90194.11,90184.42,6.9
trade_71,1765688046000,2025-12-14T04:54:06.000Z,0x5011fecd7c7422,NO,BUY,0.1900,10,1.9000,0.4058,0.2158,21.58%,90194.10,90184.42,5.9
trade_72,1765688166000,2025-12-14T04:56:06.000Z,0x5011fecd7c7422,NO,BUY,0.1800,10,1.8000,0.4232,0.2432,24.32%,90190.88,90184.42,3.9
trade_73,1765688227000,2025-12-14T04:57:07.000Z,0x5011fecd7c7422,NO,BUY,0.1900,10,1.9000,0.4160,0.2260,22.60%,90190.53,90184.42,2.9
trade_74,1765688286000,2025-12-14T04:58:06.000Z,0x5011fecd7c7422,NO,BUY,0.0700,10,0.7000,0.2586,0.1886,18.86%,90201.49,90184.42,1.9
trade_75,1765693806000,2025-12-14T06:30:06.000Z,0x761f840b30024b,NO,BUY,0.4800,10,4.8000,0.6561,0.1761,17.61%,90101.36,90127.45,14.9
trade_76,1765694346000,2025-12-14T06:39:06.000Z,0x761f840b30024b,NO,BUY,0.2400,10,2.4000,0.4223,0.1823,18.23%,90134.46,90127.45,5.9
trade_77,1765694406000,2025-12-14T06:40:06.000Z,0x761f840b30024b,NO,BUY,0.0900,10,0.9000,0.3191,0.2291,22.91%,90144.00,90127.45,4.9
trade_78,1765699390000,2025-12-14T08:03:10.000Z,0xce7bce2bbfb8cd,NO,BUY,0.3500,10,3.5000,0.6134,0.2634,26.34%,90242.07,90256.63,11.8
trade_79,1765699512000,2025-12-14T08:05:12.000Z,0xce7bce2bbfb8cd,NO,BUY,0.5200,10,5.2000,0.7434,0.2234,22.34%,90223.23,90256.63,9.8
trade_80,1765699749000,2025-12-14T08:09:09.000Z,0xce7bce2bbfb8cd,NO,BUY,0.4900,10,4.9000,0.6756,0.1856,18.56%,90239.42,90256.63,5.8
trade_81,1765699930000,2025-12-14T08:12:10.000Z,0xce7bce2bbfb8cd,NO,BUY,0.5300,10,5.3000,0.8433,0.3133,31.33%,90225.40,90256.63,2.8
trade_82,1765701488000,2025-12-14T08:38:08.000Z,0x882f09ef640bc3,NO,BUY,0.3600,10,3.6000,0.5482,0.1882,18.82%,90197.46,90202.52,6.9
trade_83,1765701728000,2025-12-14T08:42:08.000Z,0x882f09ef640bc3,NO,BUY,0.5600,10,5.6000,0.7453,0.1853,18.53%,90182.01,90202.52,2.9
trade_84,1765704069000,2025-12-14T09:21:09.000Z,0xf2a8fe466e8035,NO,BUY,0.2100,10,2.1000,0.4748,0.2648,26.48%,90113.41,90110.95,8.8
trade_85,1765704129000,2025-12-14T09:22:09.000Z,0xf2a8fe466e8035,NO,BUY,0.2300,10,2.3000,0.7595,0.5295,52.95%,90080.01,90110.95,7.8
trade_86,1765704189000,2025-12-14T09:23:09.000Z,0xf2a8fe466e8035,NO,BUY,0.5500,10,5.5000,0.7577,0.2077,20.77%,90082.31,90110.95,6.8
trade_87,1765704249000,2025-12-14T09:24:09.000Z,0xf2a8fe466e8035,NO,BUY,0.4900,10,4.9000,0.7664,0.2764,27.64%,90083.24,90110.95,5.8
trade_88,1765704310000,2025-12-14T09:25:10.000Z,0xf2a8fe466e8035,NO,BUY,0.5500,10,5.5000,0.7845,0.2345,23.45%,90083.24,90110.95,4.8
trade_89,1765704370000,2025-12-14T09:26:10.000Z,0xf2a8fe466e8035,NO,BUY,0.5600,10,5.6000,0.8095,0.2495,24.95%,90083.25,90110.95,3.8
trade_90,1765704429000,2025-12-14T09:27:09.000Z,0xf2a8fe466e8035,NO,BUY,0.6700,10,6.7000,0.8446,0.1746,17.46%,90083.16,90110.95,2.9
trade_91,1765704550000,2025-12-14T09:29:10.000Z,0xf2a8fe466e8035,NO,BUY,0.7000,10,7.0000,0.9333,0.2333,23.33%,90084.36,90110.95,0.8
trade_92,1765706646000,2025-12-14T10:04:06.000Z,0x163b859f6d47ab,NO,BUY,0.4100,10,4.1000,0.5825,0.1725,17.25%,90023.29,90034.22,10.9
trade_93,1765707429000,2025-12-14T10:17:09.000Z,0x6e67e1e359a7a0,NO,BUY,0.3000,10,3.0000,0.4867,0.1867,18.67%,89838.36,89836.00,12.8
trade_94,1765709178000,2025-12-14T10:46:18.000Z,0x8dc014334a3bcb,NO,BUY,0.5400,10,5.4000,0.7352,0.1952,19.52%,89868.14,89935.53,13.7
trade_95,1765718709000,2025-12-14T13:25:09.000Z,0xc38599f19a96da,NO,BUY,0.6600,10,6.6000,0.8529,0.1929,19.29%,89163.92,89260.34,4.8
trade_96,1765719430000,2025-12-14T13:37:10.000Z,0x4abd021b005dc7,NO,BUY,0.3500,10,3.5000,0.7003,0.3503,35.03%,89234.03,89287.33,7.8
trade_97,1765719550000,2025-12-14T13:39:10.000Z,0x4abd021b005dc7,YES,BUY,0.3800,10,3.8000,0.5543,0.1743,17.43%,89298.16,89287.33,5.8
trade_98,1765719790000,2025-12-14T13:43:10.000Z,0x4abd021b005dc7,NO,BUY,0.3000,10,3.0000,0.5069,0.2069,20.69%,89286.62,89287.33,1.8
trade_99,1765719850000,2025-12-14T13:44:10.000Z,0x4abd021b005dc7,NO,BUY,0.3800,10,3.8000,0.6356,0.2556,25.56%,89276.44,89287.33,0.8
trade_100,1765722370000,2025-12-14T14:26:10.000Z,0x1c6283407e8276,NO,BUY,0.5300,10,5.3000,0.7557,0.2257,22.57%,89318.31,89362.90,3.8
trade_101,1765723811000,2025-12-14T14:50:11.000Z,0xd3a82154581d54,NO,BUY,0.2400,10,2.4000,0.5852,0.3452,34.52%,88970.01,88992.69,9.8
trade_102,1765723990000,2025-12-14T14:53:10.000Z,0xd3a82154581d54,NO,BUY,0.4600,10,4.6000,0.7614,0.3014,30.14%,88919.21,88992.69,6.8
trade_103,1765724050000,2025-12-14T14:54:10.000Z,0xd3a82154581d54,YES,BUY,0.3500,10,3.5000,0.5350,0.1850,18.50%,88999.99,88992.69,5.8
trade_104,1765724416000,2025-12-14T15:00:16.000Z,0xcdb84421b86a2d,NO,BUY,0.5300,10,5.3000,0.7017,0.1717,17.17%,89046.33,89123.48,14.7
trade_105,1765724889000,2025-12-14T15:08:09.000Z,0xcdb84421b86a2d,NO,BUY,0.3100,10,3.1000,0.6144,0.3044,30.44%,89095.41,89123.48,6.8
trade_106,1765724949000,2025-12-14T15:09:09.000Z,0xcdb84421b86a2d,NO,BUY,0.6200,10,6.2000,0.9239,0.3039,30.39%,88930.17,89123.48,5.8
trade_107,1765726330000,2025-12-14T15:32:10.000Z,0xe8ed73f2093b3f,YES,BUY,0.3800,10,3.8000,0.5643,0.1843,18.43%,89050.00,89025.72,12.8
trade_108,1765737022000,2025-12-14T18:30:22.000Z,0xf30988b9ab0daf,YES,BUY,0.5700,10,5.7000,0.7425,0.1725,17.25%,88905.36,88795.54,14.6
trade_109,1765740669000,2025-12-14T19:31:09.000Z,0x9de4110eeffd1b,NO,BUY,0.4000,10,4.0000,0.6214,0.2214,22.14%,88686.01,88725.90,13.8
trade_110,1765742349000,2025-12-14T19:59:09.000Z,0x64888191318af7,YES,BUY,0.5000,10,5.0000,0.7800,0.2800,28.00%,88644.88,88617.35,0.8
trade_111,1765747812000,2025-12-14T21:30:12.000Z,0x1a869cddff2ca1,NO,BUY,0.5500,10,5.5000,0.7666,0.2166,21.66%,88510.11,88600.48,14.8
trade_112,1765749789000,2025-12-14T22:03:09.000Z,0x1e9d0f10dad682,YES,BUY,0.6200,10,6.2000,0.8071,0.1871,18.71%,88566.77,88461.85,11.8
trade_113,1765750389000,2025-12-14T22:13:09.000Z,0x1e9d0f10dad682,NO,BUY,0.0700,10,0.7000,0.4793,0.4093,40.93%,88463.86,88461.85,1.9
trade_114,1765760891000,2025-12-15T01:08:11.000Z,0xea6513a3d8e667,NO,BUY,0.3400,10,3.4000,0.6029,0.2629,26.29%,88436.00,88470.14,6.8
trade_115,1765767924000,2025-12-15T03:05:24.000Z,0xc690beace75740,NO,BUY,0.4300,10,4.3000,0.6059,0.1759,17.59%,89283.01,89326.50,9.6
trade_116,1765768989000,2025-12-15T03:23:09.000Z,0x4122ab05b80522,NO,BUY,0.1500,10,1.5000,0.4067,0.2567,25.67%,89421.23,89394.05,6.8
trade_117,1765769230000,2025-12-15T03:27:10.000Z,0x4122ab05b80522,NO,BUY,0.1900,10,1.9000,0.3718,0.1818,18.18%,89418.00,89394.05,2.8
trade_118,1765769349000,2025-12-15T03:29:09.000Z,0x4122ab05b80522,NO,BUY,0.1000,10,1.0000,0.7785,0.6785,67.85%,89359.59,89394.05,0.8
trade_119,1765785909000,2025-12-15T08:05:09.000Z,0x81b3c79fa6c19e,YES,BUY,0.2100,10,2.1000,0.6219,0.4119,41.19%,89774.03,89747.78,9.8
trade_120,1765796772000,2025-12-15T11:06:12.000Z,0xae75e1d7518a3b,YES,BUY,0.2900,10,2.9000,0.5094,0.2194,21.94%,89871.01,89869.11,8.8
trade_121,1765796889000,2025-12-15T11:08:09.000Z,0xae75e1d7518a3b,NO,BUY,0.4200,10,4.2000,0.6372,0.2172,21.72%,89842.61,89869.11,6.8
trade_122,1765824369000,2025-12-15T18:46:09.000Z,0xb8542addf5ff09,YES,BUY,0.4900,10,4.9000,0.6657,0.1757,17.57%,85860.00,85751.21,13.8
trade_123,1765827729000,2025-12-15T19:42:09.000Z,0x91bcbfc92a946b,NO,BUY,0.1200,10,1.2000,0.3557,0.2357,23.57%,86148.01,86109.27,2.9
trade_124,1765834569000,2025-12-15T21:36:09.000Z,0xce606626b865ab,YES,BUY,0.4100,10,4.1000,0.7787,0.3687,36.87%,86168.88,86053.88,8.8
trade_125,1765834810000,2025-12-15T21:40:10.000Z,0xce606626b865ab,NO,BUY,0.2700,10,2.7000,0.4646,0.1946,19.46%,86062.12,86053.88,4.8
trade_126,1765835125000,2025-12-15T21:45:25.000Z,0x10a23286fba499,YES,BUY,0.5600,10,5.6000,0.7351,0.1751,17.51%,86118.83,86002.72,14.6
trade_127,1765837389000,2025-12-15T22:23:09.000Z,0x5eb71a6f5fb667,NO,BUY,0.7000,10,7.0000,0.9057,0.2057,20.57%,85828.04,86027.79,6.8
trade_128,1765837509000,2025-12-15T22:25:09.000Z,0x5eb71a6f5fb667,YES,BUY,0.1600,10,1.6000,0.3403,0.1803,18.03%,85986.29,86027.79,4.8
trade_129,1765837749000,2025-12-15T22:29:09.000Z,0x5eb71a6f5fb667,YES,BUY,0.1400,10,1.4000,0.4207,0.2807,28.07%,86019.97,86027.79,0.8
trade_130,1765839189000,2025-12-15T22:53:09.000Z,0x224d99f92f8291,YES,BUY,0.5800,10,5.8000,0.7946,0.2146,21.46%,86120.81,86018.80,6.8
trade_131,1765849810000,2025-12-16T01:50:10.000Z,0x5337b58a2d4494,YES,BUY,0.4400,10,4.4000,0.7147,0.2747,27.47%,85912.00,85829.52,9.8
trade_132,1765850769000,2025-12-16T02:06:09.000Z,0xe8292c4d311fd5,YES,BUY,0.5900,10,5.9000,0.7710,0.1810,18.10%,85985.12,85881.11,8.8
trade_133,1765909809000,2025-12-16T18:30:09.000Z,0xb7ad2a4a8cc6d1,YES,BUY,0.5500,10,5.5000,0.7247,0.1747,17.47%,87495.36,87378.05,14.8
trade_134,1765913234000,2025-12-16T19:27:14.000Z,0x0756aab92a74c5,NO,BUY,0.1600,10,1.6000,0.4600,0.3000,30.00%,87322.25,87314.89,2.8
trade_135,1765913350000,2025-12-16T19:29:10.000Z,0x0756aab92a74c5,YES,BUY,0.7200,10,7.2000,0.9575,0.2375,23.75%,87438.48,87314.89,0.8
trade_136,1765916416000,2025-12-16T20:20:16.000Z,0xf9fd48acf053f4,YES,BUY,0.4100,10,4.1000,0.5815,0.1715,17.15%,87477.03,87451.60,9.7
trade_137,1765916590000,2025-12-16T20:23:10.000Z,0xf9fd48acf053f4,YES,BUY,0.3700,10,3.7000,0.7205,0.3505,35.05%,87519.99,87451.60,6.8
trade_138,1765939219000,2025-12-17T02:40:19.000Z,0x61256a80863cb4,YES,BUY,0.6200,10,6.2000,0.8421,0.2221,22.21%,87393.50,87310.51,4.7
trade_139,1765939342000,2025-12-17T02:42:22.000Z,0x61256a80863cb4,YES,BUY,0.6200,10,6.2000,0.8625,0.2425,24.25%,87379.67,87310.51,2.6
trade_140,1765942027000,2025-12-17T03:27:07.000Z,0x8d02bd2bb4ea8a,YES,BUY,0.3800,10,3.8000,0.5534,0.1734,17.34%,87422.37,87415.88,2.9
trade_141,1765942088000,2025-12-17T03:28:08.000Z,0x8d02bd2bb4ea8a,YES,BUY,0.3800,10,3.8000,0.5677,0.1877,18.77%,87422.38,87415.88,1.9
trade_142,1765953489000,2025-12-17T06:38:09.000Z,0x1cbe8d5bd0621d,YES,BUY,0.3200,10,3.2000,0.5780,0.2580,25.80%,86873.37,86854.00,6.8
trade_143,1765974249000,2025-12-17T12:24:09.000Z,0x2274eda1190451,YES,BUY,0.1800,10,1.8000,0.6708,0.4908,49.08%,87159.97,87119.64,5.8
trade_144,1765974324000,2025-12-17T12:25:24.000Z,0x2274eda1190451,YES,BUY,0.4400,10,4.4000,0.6541,0.2141,21.41%,87151.31,87119.64,4.6
trade_145,1765974549000,2025-12-17T12:29:09.000Z,0x2274eda1190451,YES,BUY,0.0500,10,0.5000,0.2284,0.1784,17.84%,87090.29,87119.64,0.8
trade_146,1765976415000,2025-12-17T13:00:15.000Z,0xac64417dd1ed2b,YES,BUY,0.5200,10,5.2000,0.7208,0.2008,20.08%,87087.56,86998.28,14.8
trade_147,1765976650000,2025-12-17T13:04:10.000Z,0xac64417dd1ed2b,YES,BUY,0.4300,10,4.3000,0.8204,0.3904,39.04%,87132.00,86998.28,10.8
trade_148,1765977010000,2025-12-17T13:10:10.000Z,0xac64417dd1ed2b,YES,BUY,0.4200,10,4.2000,0.6106,0.1906,19.06%,87021.71,86998.28,4.8
trade_149,1765977070000,2025-12-17T13:11:10.000Z,0xac64417dd1ed2b,YES,BUY,0.5000,10,5.0000,0.7864,0.2864,28.64%,87065.85,86998.28,3.8
trade_150,1765977249000,2025-12-17T13:14:09.000Z,0xac64417dd1ed2b,NO,BUY,0.5700,10,5.7000,0.9511,0.3811,38.11%,86900.01,86998.28,0.8
trade_151,1765977612000,2025-12-17T13:20:12.000Z,0x70b1969e74e920,YES,BUY,0.3700,10,3.7000,0.6703,0.3003,30.03%,86929.55,86871.44,9.8
trade_152,1766004246000,2025-12-17T20:44:06.000Z,0x57f2b272a8d645,YES,BUY,0.2100,10,2.1000,0.4111,0.2011,20.11%,86100.00,86111.50,0.9
trade_153,1766004729000,2025-12-17T20:52:09.000Z,0xa850ac6ec96c51,YES,BUY,0.3200,10,3.2000,0.5960,0.2760,27.60%,86125.14,86089.58,7.8
trade_154,1766004789000,2025-12-17T20:53:09.000Z,0xa850ac6ec96c51,NO,BUY,0.4900,10,4.9000,0.7511,0.2611,26.11%,85983.48,86089.58,6.8
trade_155,1766007310000,2025-12-17T21:35:10.000Z,0xfeacc7018a66bd,YES,BUY,0.3500,10,3.5000,0.5568,0.2068,20.68%,85836.59,85817.31,9.8
trade_156,1766007611000,2025-12-17T21:40:11.000Z,0xfeacc7018a66bd,YES,BUY,0.1300,10,1.3000,0.5967,0.4667,46.67%,85839.98,85817.31,4.8
trade_157,1766007684000,2025-12-17T21:41:24.000Z,0xfeacc7018a66bd,YES,BUY,0.4700,10,4.7000,0.7164,0.2464,24.64%,85867.04,85817.31,3.6
