id,timestamp,datetime,marketId,side,action,price,size,cost,fairValue,edge,edgePct,btcPrice,strike,timeRemainingMin
trade_12,1765602668000,2025-12-13T05:11:08.000Z,0xc4119901335ee4,NO,BUY,0.5600,10,5.6000,0.7016,0.1416,14.16%,90372.03,90388.05,3.9
trade_13,1765602727000,2025-12-13T05:12:07.000Z,0xc4119901335ee4,NO,BUY,0.5200,10,5.2000,0.7263,0.2063,20.63%,90372.02,90388.05,2.9
trade_14,1765602792000,2025-12-13T05:13:12.000Z,0xc4119901335ee4,NO,BUY,0.5200,10,5.2000,0.7124,0.1924,19.24%,90376.38,90388.05,1.8
trade_15,1765602848000,2025-12-13T05:14:08.000Z,0xc4119901335ee4,NO,BUY,0.3100,10,3.1000,0.7778,0.4678,46.78%,90376.38,90388.05,0.9
trade_16,1765605789000,2025-12-13T06:03:09.000Z,0x602a4026f01ff0,NO,BUY,0.4200,10,4.2000,0.6753,0.2553,25.53%,90333.20,90355.15,11.8
trade_17,1765606029000,2025-12-13T06:07:09.000Z,0x602a4026f01ff0,NO,BUY,0.5100,10,5.1000,0.7151,0.2051,20.51%,90332.48,90355.15,7.8
trade_18,1765607529000,2025-12-13T06:32:09.000Z,0xc04c3e2a66fae2,NO,BUY,0.4800,10,4.8000,0.6153,0.1353,13.53%,90278.37,90292.76,12.8
trade_19,1765607784000,2025-12-13T06:36:24.000Z,0xc04c3e2a66fae2,NO,BUY,0.2800,10,2.8000,0.4175,0.1375,13.75%,90301.05,90292.76,8.6
trade_20,1765608013000,2025-12-13T06:40:13.000Z,0xc04c3e2a66fae2,NO,BUY,0.1400,10,1.4000,0.2755,0.1355,13.55%,90312.35,90292.76,4.8
trade_21,1765610470000,2025-12-13T07:21:10.000Z,0x046aebe2ce0e7b,NO,BUY,0.1800,10,1.8000,0.5222,0.3422,34.22%,90347.57,90349.54,8.8
trade_22,1765610590000,2025-12-13T07:23:10.000Z,0x046aebe2ce0e7b,NO,BUY,0.3600,10,3.6000,0.5254,0.1654,16.54%,90347.58,90349.54,6.8
trade_23,1765610710000,2025-12-13T07:25:10.000Z,0x046aebe2ce0e7b,NO,BUY,0.1500,10,1.5000,0.3794,0.2294,22.94%,90358.50,90349.54,4.8
trade_24,1765623250000,2025-12-13T10:54:10.000Z,0x288e39695c07dd,NO,BUY,0.7100,10,7.1000,0.8832,0.1732,17.32%,90553.63,90618.67,5.8
trade_25,1765623911000,2025-12-13T11:05:11.000Z,0x03e193be426727,NO,BUY,0.5200,10,5.2000,0.6682,0.1482,14.82%,90580.01,90604.09,9.8
trade_26,1765624030000,2025-12-13T11:07:10.000Z,0x03e193be426727,NO,BUY,0.7000,10,7.0000,0.8349,0.1349,13.49%,90548.98,90604.09,7.8
trade_27,1765626310000,2025-12-13T11:45:10.000Z,0xbec6a72c156a4d,NO,BUY,0.4700,10,4.7000,0.7232,0.2532,25.32%,90336.70,90376.43,14.8
trade_28,1765626385000,2025-12-13T11:46:25.000Z,0xbec6a72c156a4d,NO,BUY,0.6000,10,6.0000,0.8624,0.2624,26.24%,90293.74,90376.43,13.6
trade_29,1765626490000,2025-12-13T11:48:10.000Z,0xbec6a72c156a4d,YES,BUY,0.4200,10,4.2000,0.6826,0.2626,26.26%,90408.83,90376.43,11.8
trade_30,1765626730000,2025-12-13T11:52:10.000Z,0xbec6a72c156a4d,NO,BUY,0.3400,10,3.4000,0.4835,0.1435,14.35%,90378.51,90376.43,7.8
trade_31,1765626790000,2025-12-13T11:53:10.000Z,0xbec6a72c156a4d,NO,BUY,0.3800,10,3.8000,0.6203,0.2403,24.03%,90361.43,90376.43,6.8
trade_32,1765626850000,2025-12-13T11:54:10.000Z,0xbec6a72c156a4d,NO,BUY,0.4700,10,4.7000,0.7205,0.2505,25.05%,90347.95,90376.43,5.8
trade_33,1765626910000,2025-12-13T11:55:10.000Z,0xbec6a72c156a4d,NO,BUY,0.5800,10,5.8000,0.7411,0.1611,16.11%,90347.27,90376.43,4.8
trade_34,1765626969000,2025-12-13T11:56:09.000Z,0xbec6a72c156a4d,NO,BUY,0.5900,10,5.9000,0.7621,0.1721,17.21%,90347.27,90376.43,3.9
trade_35,1765627030000,2025-12-13T11:57:10.000Z,0xbec6a72c156a4d,NO,BUY,0.6300,10,6.3000,0.8336,0.2036,20.36%,90340.15,90376.43,2.8
trade_36,1765627389000,2025-12-13T12:03:09.000Z,0xf8463873929830,NO,BUY,0.3300,10,3.3000,0.5838,0.2538,25.38%,90342.18,90355.53,11.8
trade_37,1765629016000,2025-12-13T12:30:16.000Z,0x4dd0a7de73e2ee,YES,BUY,0.6000,10,6.0000,0.7738,0.1738,17.38%,90414.77,90344.07,14.7
trade_38,1765629669000,2025-12-13T12:41:09.000Z,0x4dd0a7de73e2ee,NO,BUY,0.0900,10,0.9000,0.2693,0.1793,17.93%,90371.99,90344.07,3.9
trade_39,1765629742000,2025-12-13T12:42:22.000Z,0x4dd0a7de73e2ee,NO,BUY,0.1100,10,1.1000,0.6850,0.5750,57.50%,90326.37,90344.07,2.6
trade_40,1765629789000,2025-12-13T12:43:09.000Z,0x4dd0a7de73e2ee,NO,BUY,0.4700,10,4.7000,0.7679,0.2979,29.79%,90319.99,90344.07,1.9
trade_41,1765629849000,2025-12-13T12:44:09.000Z,0x4dd0a7de73e2ee,NO,BUY,0.7000,10,7.0000,0.9454,0.2454,24.54%,90295.00,90344.07,0.8
trade_42,1765630149000,2025-12-13T12:49:09.000Z,0x8e595ec31cd08e,NO,BUY,0.4900,10,4.9000,0.6486,0.1586,15.86%,90295.06,90320.11,10.8
trade_43,1765630208000,2025-12-13T12:50:08.000Z,0x8e595ec31cd08e,NO,BUY,0.5100,10,5.1000,0.6548,0.1448,14.48%,90295.06,90320.11,9.9
trade_44,1765630327000,2025-12-13T12:52:07.000Z,0x8e595ec31cd08e,NO,BUY,0.2800,10,2.8000,0.4225,0.1425,14.25%,90330.68,90320.11,7.9
trade_45,1765630388000,2025-12-13T12:53:08.000Z,0x8e595ec31cd08e,NO,BUY,0.4300,10,4.3000,0.5968,0.1668,16.68%,90307.59,90320.11,6.9
trade_46,1765630448000,2025-12-13T12:54:08.000Z,0x8e595ec31cd08e,NO,BUY,0.3900,10,3.9000,0.6042,0.2142,21.42%,90307.59,90320.11,5.9
trade_47,1765630508000,2025-12-13T12:55:08.000Z,0x8e595ec31cd08e,NO,BUY,0.2800,10,2.8000,0.4821,0.2021,20.21%,90321.95,90320.11,4.9
trade_48,1765630567000,2025-12-13T12:56:07.000Z,0x8e595ec31cd08e,NO,BUY,0.2600,10,2.6000,0.4799,0.2199,21.99%,90321.96,90320.11,3.9
trade_49,1765630627000,2025-12-13T12:57:07.000Z,0x8e595ec31cd08e,NO,BUY,0.0800,10,0.8000,0.2229,0.1429,14.29%,90349.41,90320.11,2.9
trade_50,1765632611000,2025-12-13T13:30:11.000Z,0xe74b68ac7f9d31,NO,BUY,0.4800,10,4.8000,0.6802,0.2002,20.02%,90205.00,90242.79,14.8
trade_51,1765632856000,2025-12-13T13:34:16.000Z,0xe74b68ac7f9d31,NO,BUY,0.3200,10,3.2000,0.4609,0.1409,14.09%,90249.14,90242.79,10.7
trade_52,1765633328000,2025-12-13T13:42:08.000Z,0xe74b68ac7f9d31,NO,BUY,0.2600,10,2.6000,0.4178,0.1578,15.78%,90249.99,90242.79,2.9
trade_53,1765633388000,2025-12-13T13:43:08.000Z,0xe74b68ac7f9d31,NO,BUY,0.2000,10,2.0000,0.3998,0.1998,19.98%,90249.99,90242.79,1.9
trade_54,1765633448000,2025-12-13T13:44:08.000Z,0xe74b68ac7f9d31,NO,BUY,0.0800,10,0.8000,0.3583,0.2783,27.83%,90249.98,90242.79,0.9
trade_55,1765634049000,2025-12-13T13:54:09.000Z,0x41261501c4d74b,NO,BUY,0.1100,10,1.1000,0.5437,0.4337,43.37%,90244.26,90249.62,5.8
trade_56,1765634169000,2025-12-13T13:56:09.000Z,0x41261501c4d74b,NO,BUY,0.2300,10,2.3000,0.4901,0.2601,26.01%,90250.59,90249.62,3.9
trade_57,1765634230000,2025-12-13T13:57:10.000Z,0x41261501c4d74b,NO,BUY,0.2300,10,2.3000,0.4886,0.2586,25.86%,90250.58,90249.62,2.8
trade_58,1765634289000,2025-12-13T13:58:09.000Z,0x41261501c4d74b,NO,BUY,0.1300,10,1.3000,0.5542,0.4242,42.42%,90245.87,90249.62,1.9
trade_59,1765634363000,2025-12-13T13:59:23.000Z,0x41261501c4d74b,NO,BUY,0.1000,10,1.0000,0.5947,0.4947,49.47%,90245.87,90249.62,0.6
trade_60,1765635310000,2025-12-13T14:15:10.000Z,0x51f9210bc9566f,NO,BUY,0.5300,10,5.3000,0.6969,0.1669,16.69%,90266.35,90309.73,14.8
trade_61,1765635489000,2025-12-13T14:18:09.000Z,0x51f9210bc9566f,NO,BUY,0.6300,10,6.3000,0.7975,0.1675,16.75%,90241.54,90309.73,11.8
trade_62,1765640467000,2025-12-13T15:41:07.000Z,0x1ea9cd3a8fbc1d,NO,BUY,0.5500,10,5.5000,0.6866,0.1366,13.66%,90132.17,90154.89,3.9
trade_63,1765643413000,2025-12-13T16:30:13.000Z,0xa1f90c890efcc7,NO,BUY,0.5100,10,5.1000,0.6892,0.1792,17.92%,90048.60,90092.31,14.8
trade_64,1765643724000,2025-12-13T16:35:24.000Z,0xa1f90c890efcc7,NO,BUY,0.5100,10,5.1000,0.6795,0.1695,16.95%,90058.91,90092.31,9.6
trade_65,1765643829000,2025-12-13T16:37:09.000Z,0xa1f90c890efcc7,NO,BUY,0.5100,10,5.1000,0.6731,0.1631,16.31%,90063.37,90092.31,7.8
trade_66,1765644069000,2025-12-13T16:41:09.000Z,0xa1f90c890efcc7,NO,BUY,0.4500,10,4.5000,0.6890,0.2390,23.90%,90069.49,90092.31,3.9
trade_67,1765644129000,2025-12-13T16:42:09.000Z,0xa1f90c890efcc7,NO,BUY,0.6100,10,6.1000,0.7557,0.1457,14.57%,90063.37,90092.31,2.9
trade_68,1765644188000,2025-12-13T16:43:08.000Z,0xa1f90c890efcc7,NO,BUY,0.6300,10,6.3000,0.7955,0.1655,16.55%,90063.37,90092.31,1.9
trade_69,1765644909000,2025-12-13T16:55:09.000Z,0x688dc5feb3e0b0,NO,BUY,0.1100,10,1.1000,0.2596,0.1496,14.96%,90106.21,90072.29,4.8
trade_70,1765644968000,2025-12-13T16:56:08.000Z,0x688dc5feb3e0b0,NO,BUY,0.0900,10,0.9000,0.2390,0.1490,14.90%,90106.21,90072.29,3.9
trade_71,1765645028000,2025-12-13T16:57:08.000Z,0x688dc5feb3e0b0,NO,BUY,0.0800,10,0.8000,0.2109,0.1309,13.09%,90106.18,90072.29,2.9
trade_72,1765645088000,2025-12-13T16:58:08.000Z,0x688dc5feb3e0b0,NO,BUY,0.0800,10,0.8000,0.3163,0.2363,23.63%,90087.27,90072.29,1.9
trade_73,1765645148000,2025-12-13T16:59:08.000Z,0x688dc5feb3e0b0,NO,BUY,0.0700,10,0.7000,0.2522,0.1822,18.22%,90087.27,90072.29,0.9
trade_74,1765651328000,2025-12-13T18:42:08.000Z,0x1a25ddd79a2bad,NO,BUY,0.2500,10,2.5000,0.4680,0.2180,21.80%,90171.64,90169.53,2.9
trade_75,1765653726000,2025-12-13T19:22:06.000Z,0xc58b1accee0fd4,NO,BUY,0.6100,10,6.1000,0.7427,0.1327,13.27%,90165.70,90191.91,7.9
trade_76,1765653786000,2025-12-13T19:23:06.000Z,0xc58b1accee0fd4,NO,BUY,0.6100,10,6.1000,0.7555,0.1455,14.55%,90165.71,90191.91,6.9
trade_77,1765656912000,2025-12-13T20:15:12.000Z,0x1e996dfedc8969,NO,BUY,0.4800,10,4.8000,0.7256,0.2456,24.56%,90137.52,90176.01,14.8
trade_78,1765658718000,2025-12-13T20:45:18.000Z,0x7e4de3242f8ff3,NO,BUY,0.4800,10,4.8000,0.6345,0.1545,15.45%,90141.80,90158.71,14.7
trade_79,1765658768000,2025-12-13T20:46:08.000Z,0x7e4de3242f8ff3,NO,BUY,0.4800,10,4.8000,0.6380,0.1580,15.80%,90141.80,90158.71,13.9
trade_80,1765658828000,2025-12-13T20:47:08.000Z,0x7e4de3242f8ff3,NO,BUY,0.3700,10,3.7000,0.5290,0.1590,15.90%,90155.62,90158.71,12.9
trade_81,1765658949000,2025-12-13T20:49:09.000Z,0x7e4de3242f8ff3,NO,BUY,0.2000,10,2.0000,0.4177,0.2177,21.77%,90167.27,90158.71,10.8
trade_82,1765660508000,2025-12-13T21:15:08.000Z,0xec4c76e3fcb121,NO,BUY,0.4700,10,4.7000,0.6449,0.1749,17.49%,89994.84,90018.79,14.9
trade_83,1765660688000,2025-12-13T21:18:08.000Z,0xec4c76e3fcb121,NO,BUY,0.5300,10,5.3000,0.6806,0.1506,15.06%,89990.01,90018.79,11.9
trade_84,1765660748000,2025-12-13T21:19:08.000Z,0xec4c76e3fcb121,NO,BUY,0.5500,10,5.5000,0.6820,0.1320,13.20%,89990.99,90018.79,10.9
trade_85,1765660868000,2025-12-13T21:21:08.000Z,0xec4c76e3fcb121,NO,BUY,0.5100,10,5.1000,0.6488,0.1388,13.88%,89998.98,90018.79,8.9
trade_86,1765660988000,2025-12-13T21:23:08.000Z,0xec4c76e3fcb121,NO,BUY,0.5100,10,5.1000,0.6659,0.1559,15.59%,89998.98,90018.79,6.9
trade_87,1765663389000,2025-12-13T22:03:09.000Z,0x9450de317d91e7,YES,BUY,0.4700,10,4.7000,0.6657,0.1957,19.57%,90228.08,90187.39,11.8
trade_88,1765663689000,2025-12-13T22:08:09.000Z,0x9450de317d91e7,NO,BUY,0.3600,10,3.6000,0.5665,0.2065,20.65%,90176.44,90187.39,6.8
trade_89,1765663750000,2025-12-13T22:09:10.000Z,0x9450de317d91e7,NO,BUY,0.4700,10,4.7000,0.6511,0.1811,18.11%,90162.36,90187.39,5.8
trade_90,1765668129000,2025-12-13T23:22:09.000Z,0xf0a762c32b8ccf,NO,BUY,0.3600,10,3.6000,0.4987,0.1387,13.87%,90196.53,90196.28,7.8
trade_91,1765668427000,2025-12-13T23:27:07.000Z,0xf0a762c32b8ccf,NO,BUY,0.3900,10,3.9000,0.6163,0.2263,22.63%,90184.14,90196.28,2.9
trade_92,1765668487000,2025-12-13T23:28:07.000Z,0xf0a762c32b8ccf,NO,BUY,0.1000,10,1.0000,0.3657,0.2657,26.57%,90207.89,90196.28,1.9
trade_93,1765668547000,2025-12-13T23:29:07.000Z,0xf0a762c32b8ccf,NO,BUY,0.0700,10,0.7000,0.3144,0.2444,24.44%,90207.90,90196.28,0.9
trade_94,1765672809000,2025-12-14T00:40:09.000Z,0xec978dc74990d0,NO,BUY,0.0700,10,0.7000,0.2721,0.2021,20.21%,90359.16,90324.01,4.8
trade_95,1765672869000,2025-12-14T00:41:09.000Z,0xec978dc74990d0,NO,BUY,0.1800,10,1.8000,0.3625,0.1825,18.25%,90340.72,90324.01,3.9
trade_96,1765673229000,2025-12-14T00:47:09.000Z,0x55b52878ddbee0,NO,BUY,0.5500,10,5.5000,0.8079,0.2579,25.79%,90379.44,90472.93,12.8
trade_97,1765674669000,2025-12-14T01:11:09.000Z,0x5efad93055ff33,NO,BUY,0.3000,10,3.0000,0.5447,0.2447,24.47%,90351.95,90357.17,3.9
trade_98,1765674850000,2025-12-14T01:14:10.000Z,0x5efad93055ff33,NO,BUY,0.0500,10,0.5000,0.2512,0.2012,20.12%,90374.24,90357.17,0.8
trade_99,1765675869000,2025-12-14T01:31:09.000Z,0x05a0f3423791e5,NO,BUY,0.4500,10,4.5000,0.6460,0.1960,19.60%,90412.57,90444.72,13.8
trade_100,1765675929000,2025-12-14T01:32:09.000Z,0x05a0f3423791e5,NO,BUY,0.7100,10,7.1000,0.8418,0.1318,13.18%,90345.93,90444.72,12.8
trade_101,1765678866000,2025-12-14T02:21:06.000Z,0xb903174b373805,NO,BUY,0.5100,10,5.1000,0.6492,0.1392,13.92%,90339.99,90364.40,8.9
trade_102,1765678986000,2025-12-14T02:23:06.000Z,0xb903174b373805,NO,BUY,0.4100,10,4.1000,0.6186,0.2086,20.86%,90347.95,90364.40,6.9
trade_103,1765679106000,2025-12-14T02:25:06.000Z,0xb903174b373805,NO,BUY,0.2800,10,2.8000,0.4784,0.1984,19.84%,90366.73,90364.40,4.9
trade_104,1765679166000,2025-12-14T02:26:06.000Z,0xb903174b373805,NO,BUY,0.1900,10,1.9000,0.4384,0.2484,24.84%,90370.51,90364.40,3.9
trade_105,1765679226000,2025-12-14T02:27:06.000Z,0xb903174b373805,NO,BUY,0.1500,10,1.5000,0.4287,0.2787,27.87%,90370.51,90364.40,2.9
trade_106,1765679286000,2025-12-14T02:28:06.000Z,0xb903174b373805,NO,BUY,0.1000,10,1.0000,0.4128,0.3128,31.28%,90370.52,90364.40,1.9
trade_107,1765679346000,2025-12-14T02:29:06.000Z,0xb903174b373805,NO,BUY,0.2300,10,2.3000,0.6791,0.4491,44.91%,90354.87,90364.40,0.9
trade_108,1765679589000,2025-12-14T02:33:09.000Z,0x6994c382cf2552,NO,BUY,0.3800,10,3.8000,0.5176,0.1376,13.76%,90372.08,90374.67,11.8
trade_109,1765679710000,2025-12-14T02:35:10.000Z,0x6994c382cf2552,NO,BUY,0.2500,10,2.5000,0.5305,0.2805,28.05%,90370.51,90374.67,9.8
trade_110,1765679769000,2025-12-14T02:36:09.000Z,0x6994c382cf2552,NO,BUY,0.3900,10,3.9000,0.9095,0.5195,51.95%,90261.01,90374.67,8.8
trade_111,1765680609000,2025-12-14T02:50:09.000Z,0xb11a179596ba20,NO,BUY,0.6200,10,6.2000,0.8005,0.1805,18.05%,90279.96,90336.88,9.8
trade_112,1765682233000,2025-12-14T03:17:13.000Z,0x71bacac880f419,NO,BUY,0.4900,10,4.9000,0.6677,0.1777,17.77%,90280.01,90308.25,12.8
trade_113,1765687507000,2025-12-14T04:45:07.000Z,0x5011fecd7c7422,NO,BUY,0.4800,10,4.8000,0.6180,0.1380,13.80%,90164.78,90184.42,14.9
trade_114,1765687566000,2025-12-14T04:46:06.000Z,0x5011fecd7c7422,NO,BUY,0.5200,10,5.2000,0.6550,0.1350,13.50%,90158.48,90184.42,13.9
trade_115,1765687626000,2025-12-14T04:47:06.000Z,0x5011fecd7c7422,NO,BUY,0.4800,10,4.8000,0.6135,0.1335,13.35%,90166.99,90184.42,12.9
trade_116,1765687746000,2025-12-14T04:49:06.000Z,0x5011fecd7c7422,NO,BUY,0.4800,10,4.8000,0.6173,0.1373,13.73%,90167.82,90184.42,10.9
trade_117,1765687807000,2025-12-14T04:50:07.000Z,0x5011fecd7c7422,NO,BUY,0.4800,10,4.8000,0.6226,0.1426,14.26%,90167.83,90184.42,9.9
trade_118,1765687926000,2025-12-14T04:52:06.000Z,0x5011fecd7c7422,NO,BUY,0.2800,10,2.8000,0.4303,0.1503,15.03%,90192.53,90184.42,7.9
trade_119,1765687986000,2025-12-14T04:53:06.000Z,0x5011fecd7c7422,NO,BUY,0.2300,10,2.3000,0.4123,0.1823,18.23%,90194.11,90184.42,6.9
trade_120,1765688046000,2025-12-14T04:54:06.000Z,0x5011fecd7c7422,NO,BUY,0.1900,10,1.9000,0.4058,0.2158,21.58%,90194.10,90184.42,5.9
trade_121,1765688166000,2025-12-14T04:56:06.000Z,0x5011fecd7c7422,NO,BUY,0.1800,10,1.8000,0.4232,0.2432,24.32%,90190.88,90184.42,3.9
trade_122,1765688227000,2025-12-14T04:57:07.000Z,0x5011fecd7c7422,NO,BUY,0.1900,10,1.9000,0.4160,0.2260,22.60%,90190.53,90184.42,2.9
trade_123,1765693146000,2025-12-14T06:19:06.000Z,0xd4da4824671cfe,NO,BUY,0.2100,10,2.1000,0.3500,0.1400,14.00%,90233.43,90211.27,10.9
trade_124,1765693806000,2025-12-14T06:30:06.000Z,0x761f840b30024b,NO,BUY,0.4800,10,4.8000,0.6561,0.1761,17.61%,90101.36,90127.45,14.9
trade_125,1765694346000,2025-12-14T06:39:06.000Z,0x761f840b30024b,NO,BUY,0.2400,10,2.4000,0.4223,0.1823,18.23%,90134.46,90127.45,5.9
trade_126,1765694406000,2025-12-14T06:40:06.000Z,0x761f840b30024b,NO,BUY,0.0900,10,0.9000,0.3191,0.2291,22.91%,90144.00,90127.45,4.9
trade_127,1765694466000,2025-12-14T06:41:06.000Z,0x761f840b30024b,NO,BUY,0.0600,10,0.6000,0.2259,0.1659,16.59%,90152.96,90127.45,3.9
trade_128,1765699390000,2025-12-14T08:03:10.000Z,0xce7bce2bbfb8cd,NO,BUY,0.3500,10,3.5000,0.6134,0.2634,26.34%,90242.07,90256.63,11.8
trade_129,1765699512000,2025-12-14T08:05:12.000Z,0xce7bce2bbfb8cd,NO,BUY,0.5200,10,5.2000,0.7434,0.2234,22.34%,90223.23,90256.63,9.8
trade_130,1765699749000,2025-12-14T08:09:09.000Z,0xce7bce2bbfb8cd,NO,BUY,0.4900,10,4.9000,0.6756,0.1856,18.56%,90239.42,90256.63,5.8
trade_131,1765699930000,2025-12-14T08:12:10.000Z,0xce7bce2bbfb8cd,NO,BUY,0.5300,10,5.3000,0.8433,0.3133,31.33%,90225.40,90256.63,2.8
trade_132,1765701428000,2025-12-14T08:37:08.000Z,0x882f09ef640bc3,NO,BUY,0.3900,10,3.9000,0.5450,0.1550,15.50%,90197.47,90202.52,7.9
trade_133,1765701488000,2025-12-14T08:38:08.000Z,0x882f09ef640bc3,NO,BUY,0.3600,10,3.6000,0.5482,0.1882,18.82%,90197.46,90202.52,6.9
trade_134,1765701548000,2025-12-14T08:39:08.000Z,0x882f09ef640bc3,NO,BUY,0.4800,10,4.8000,0.6216,0.1416,14.16%,90189.86,90202.52,5.9
trade_135,1765701668000,2025-12-14T08:41:08.000Z,0x882f09ef640bc3,NO,BUY,0.5600,10,5.6000,0.7173,0.1573,15.73%,90182.01,90202.52,3.9
trade_136,1765701728000,2025-12-14T08:42:08.000Z,0x882f09ef640bc3,NO,BUY,0.5600,10,5.6000,0.7453,0.1853,18.53%,90182.01,90202.52,2.9
trade_137,1765704069000,2025-12-14T09:21:09.000Z,0xf2a8fe466e8035,NO,BUY,0.2100,10,2.1000,0.4748,0.2648,26.48%,90113.41,90110.95,8.8
trade_138,1765704129000,2025-12-14T09:22:09.000Z,0xf2a8fe466e8035,NO,BUY,0.2300,10,2.3000,0.7595,0.5295,52.95%,90080.01,90110.95,7.8
trade_139,1765704189000,2025-12-14T09:23:09.000Z,0xf2a8fe466e8035,NO,BUY,0.5500,10,5.5000,0.7577,0.2077,20.77%,90082.31,90110.95,6.8
trade_140,1765704249000,2025-12-14T09:24:09.000Z,0xf2a8fe466e8035,NO,BUY,0.4900,10,4.9000,0.7664,0.2764,27.64%,90083.24,90110.95,5.8
trade_141,1765704310000,2025-12-14T09:25:10.000Z,0xf2a8fe466e8035,NO,BUY,0.5500,10,5.5000,0.7845,0.2345,23.45%,90083.24,90110.95,4.8
trade_142,1765704370000,2025-12-14T09:26:10.000Z,0xf2a8fe466e8035,NO,BUY,0.5600,10,5.6000,0.8095,0.2495,24.95%,90083.25,90110.95,3.8
trade_143,1765704429000,2025-12-14T09:27:09.000Z,0xf2a8fe466e8035,NO,BUY,0.6700,10,6.7000,0.8446,0.1746,17.46%,90083.16,90110.95,2.9
trade_144,1765704489000,2025-12-14T09:28:09.000Z,0xf2a8fe466e8035,NO,BUY,0.7300,10,7.3000,0.8829,0.1529,15.29%,90083.24,90110.95,1.9
trade_145,1765704550000,2025-12-14T09:29:10.000Z,0xf2a8fe466e8035,NO,BUY,0.7000,10,7.0000,0.9333,0.2333,23.33%,90084.36,90110.95,0.8
trade_146,1765706646000,2025-12-14T10:04:06.000Z,0x163b859f6d47ab,NO,BUY,0.4100,10,4.1000,0.5825,0.1725,17.25%,90023.29,90034.22,10.9
trade_147,1765706827000,2025-12-14T10:07:07.000Z,0x163b859f6d47ab,NO,BUY,0.2800,10,2.8000,0.4124,0.1324,13.24%,90044.25,90034.22,7.9
trade_148,1765707429000,2025-12-14T10:17:09.000Z,0x6e67e1e359a7a0,NO,BUY,0.3000,10,3.0000,0.4867,0.1867,18.67%,89838.36,89836.00,12.8
trade_149,1765709178000,2025-12-14T10:46:18.000Z,0x8dc014334a3bcb,NO,BUY,0.5400,10,5.4000,0.7352,0.1952,19.52%,89868.14,89935.53,13.7
trade_150,1765711810000,2025-12-14T11:30:10.000Z,0x6fb5de29444fc1,NO,BUY,0.5100,10,5.1000,0.6709,0.1609,16.09%,89474.52,89531.01,14.8
trade_151,1765718409000,2025-12-14T13:20:09.000Z,0xc38599f19a96da,YES,BUY,0.3900,10,3.9000,0.5534,0.1634,16.34%,89274.02,89260.34,9.8
trade_152,1765718709000,2025-12-14T13:25:09.000Z,0xc38599f19a96da,NO,BUY,0.6600,10,6.6000,0.8529,0.1929,19.29%,89163.92,89260.34,4.8
trade_153,1765719430000,2025-12-14T13:37:10.000Z,0x4abd021b005dc7,NO,BUY,0.3500,10,3.5000,0.7003,0.3503,35.03%,89234.03,89287.33,7.8
trade_154,1765719550000,2025-12-14T13:39:10.000Z,0x4abd021b005dc7,YES,BUY,0.3800,10,3.8000,0.5543,0.1743,17.43%,89298.16,89287.33,5.8
trade_155,1765719611000,2025-12-14T13:40:11.000Z,0x4abd021b005dc7,NO,BUY,0.4300,10,4.3000,0.5691,0.1391,13.91%,89274.77,89287.33,4.8
trade_156,1765719790000,2025-12-14T13:43:10.000Z,0x4abd021b005dc7,NO,BUY,0.3000,10,3.0000,0.5069,0.2069,20.69%,89286.62,89287.33,1.8
